SourceID	Order	SourceDeck	SourceCard	English	EnglishMeaning	EnglishExample	CueSource	TurkishCue	Status
4000 Essential English Words::4.Book::::metabolic	1954	4000 Essential English Words::4.Book		metabolic	When something is metabolic, it relates to the chemical process in which plants or animals use food and water to make energy.	Fish have a very high metabolic rate.	to be metabolic	metabolik	draft_google_word
4000 Essential English Words::4.Book::::oil	1955	4000 Essential English Words::4.Book		oil	Oil is a smooth, thick liquid made from plants or some animals, and is especially in cooking.	The chef put the oil in the pan and heated it up.	oil	yağ	draft_google_word
4000 Essential English Words::4.Book::::olive	1956	4000 Essential English Words::4.Book		olive	An olive is a small egg-shaped black or green fruit.	I prepared a bowl of olives for my guests.	olive	zeytin	draft_google_word
4000 Essential English Words::4.Book::::performance	1957	4000 Essential English Words::4.Book		performance	Performance is how well someone or something functions, works, etc.	Liam’s performance in the race was not his best.	performance	performans	draft_google_word
4000 Essential English Words::4.Book::::powerful	1958	4000 Essential English Words::4.Book		powerful	If something is powerful, it has a strong effect.	This perfume has a powerful scent.	to be powerful	güçlü	draft_google_word
4000 Essential English Words::4.Book::::starch	1959	4000 Essential English Words::4.Book		starch	Starch is a substance that provides your body with energy and is found in foods such as wheat, potatoes, and rice.	Pasta is high in starch.	starch	nişasta	draft_google_word
4000 Essential English Words::4.Book::::summary	1960	4000 Essential English Words::4.Book		summary	A summary is a short statement that contains the main information about something.	Cindy concluded the meeting with a summary of the project.	summary	özet	draft_google_word
4000 Essential English Words::4.Book::::analytic	1961	4000 Essential English Words::4.Book		analytic	If something is analytic, it is related to logic and reasoning.	The analytic article criticized the new plan and presented one of its own.	to be analytic	analitik	draft_google_word
4000 Essential English Words::4.Book::::area	1962	4000 Essential English Words::4.Book		area	An area is a reasonably large place.	He was very familiar with the local area.	area	alan	draft_google_word
4000 Essential English Words::4.Book::::bachelor	1963	4000 Essential English Words::4.Book		bachelor	A bachelor is an unmarried man.	Since he was a bachelor, Jason did his shopping by himself.	bachelor	bekar	draft_google_word
4000 Essential English Words::4.Book::::cognitive	1964	4000 Essential English Words::4.Book		cognitive	If something is cognitive, it is related to learning and knowing things.	After her physical examination, her cognitive skills were tested.	to be cognitive	bilişsel	draft_google_word
4000 Essential English Words::4.Book::::collision	1965	4000 Essential English Words::4.Book		collision	A collision is the act of two things hitting into each another.	The collision between the two cars created a loud noise.	collision	çarpışma	draft_google_word
4000 Essential English Words::4.Book::::competent	1966	4000 Essential English Words::4.Book		competent	If someone is competent, they are able to think or act successfully.	Competent employees are much better than unknowledgeable ones.	to be competent	yetkin	draft_google_word
4000 Essential English Words::4.Book::::diploma	1967	4000 Essential English Words::4.Book		diploma	A diploma is a certificate proving that someone has completed their studies.	After four years of college, Mary finally had a diploma.	diploma	diploma	draft_google_word
4000 Essential English Words::4.Book::::excel	1968	4000 Essential English Words::4.Book		excel	To excel at a subject or activity means to be very good at it.	Jenny excels at playing the piano.	to excel	üstün olmak	draft_google_word
4000 Essential English Words::4.Book::::geology	1969	4000 Essential English Words::4.Book		geology	Geology is the study of the Earth’s natural structures and how they change.	Because he studied geology, he knew how the mountains were formed.	geology	jeoloji	draft_google_word
4000 Essential English Words::4.Book::::integral	1970	4000 Essential English Words::4.Book		integral	Something that is integral is an important part of the whole.	She is an integral member of our team.	to be integral	bütünleyici	draft_google_word
4000 Essential English Words::4.Book::::intellect	1971	4000 Essential English Words::4.Book		intellect	An intellect is a person’s ability to understand things easily.	She was known for her quick and strong intellect as well as her beauty.	intellect	akıl	draft_google_word
4000 Essential English Words::4.Book::::job	1972	4000 Essential English Words::4.Book		job	Your job is the work you do to earn money.	He now has a high-paying job.	job	iş	draft_google_word
4000 Essential English Words::4.Book::::keen	1973	4000 Essential English Words::4.Book		keen	If someone is keen, they are intelligent.	Only a keen student could have solved that math problem.	to be keen	istekli	draft_google_word
4000 Essential English Words::4.Book::::minimum	1974	4000 Essential English Words::4.Book		minimum	The minimum is the smallest amount.	What is the minimum temperature in winter in this area?	minimum	minimum	draft_google_word
4000 Essential English Words::4.Book::::psychology	1975	4000 Essential English Words::4.Book		psychology	Psychology involves the study of how the brain affects our thought and actions.	The psychology of seeing is a fascinating subject.	psychology	psikoloji	draft_google_word
4000 Essential English Words::4.Book::::radioactive	1976	4000 Essential English Words::4.Book		radioactive	If something is radioactive, then it lets out, or is related to, radiation.	Radioactive states can be very bad for anyone’s health.	to be radioactive	radyoaktif	draft_google_word
4000 Essential English Words::4.Book::::relativity	1977	4000 Essential English Words::4.Book		relativity	Relativity is a set of ideas about time and space developed by Albert Einstein.	Relativity teaches that light travels at the same speed throughout the universe.	relativity	görelilik	draft_google_word
4000 Essential English Words::4.Book::::sociology	1978	4000 Essential English Words::4.Book		sociology	Sociology is the study of human society, its organizations, and problems.	Sociology teaches that people’s problems are a result of their society.	sociology	sosyoloji	draft_google_word
4000 Essential English Words::4.Book::::theoretical	1979	4000 Essential English Words::4.Book		theoretical	If something is theoretical, it is based on theory rather than experience.	His conclusion was only theoretical and not meant to be publicized.	to be theoretical	teorik	draft_google_word
4000 Essential English Words::4.Book::::weak	1980	4000 Essential English Words::4.Book		weak	If someone is weak, they are not strong and healthy.	She is still weak after the illness.	to be weak	zayıf	draft_google_word
4000 Essential English Words::4.Book::::administrator	1981	4000 Essential English Words::4.Book		administrator	An administrator is a person who controls a business, company, or organization.	Everyone in the store did whatever the administrator asked them to do.	administrator	yönetici	draft_google_word
4000 Essential English Words::4.Book::::affluent	1982	4000 Essential English Words::4.Book		affluent	If someone is affluent, they are wealthy.	People in the city are usually more affluent than people in the country.	to be affluent	varlıklı	draft_google_word
4000 Essential English Words::4.Book::::audit	1983	4000 Essential English Words::4.Book		audit	To audit means to inspect financial records from a person or business.	The government usually audits companies that report lower than usual incomes.	to audit	denetlemek	draft_google_word
4000 Essential English Words::4.Book::::automate	1984	4000 Essential English Words::4.Book		automate	To automate something means to have machines or computers do the work.	When the bank automated, it started installing ATM machines.	to automate	otomatikleştirmek	draft_google_word
4000 Essential English Words::4.Book::::bribe	1985	4000 Essential English Words::4.Book		bribe	To bribe someone means to illegally persuade them for a favor with money.	The judge was bribed so that she would set the suspect free.	to bribe	rüşvet vermek	draft_google_word
4000 Essential English Words::4.Book::::corrupt	1986	4000 Essential English Words::4.Book		corrupt	If someone is corrupt, they break the law for money or fame.	The corrupt policemen didn’t arrest the man because he gave them money.	to be corrupt	yolsuzluk yapmak	draft_google_word
4000 Essential English Words::4.Book::::dispose	1987	4000 Essential English Words::4.Book		dispose	To dispose of something means to get rid of it.	He disposed of the can by throwing it into the recycle bin.	to dispose	elden çıkarmak	draft_google_word
4000 Essential English Words::4.Book::::headquarters	1988	4000 Essential English Words::4.Book		headquarters	A headquarters is a building where the bosses of a company work.	He took the long route to the headquarters because it was a nice day.	headquarters	karargah	draft_google_word
4000 Essential English Words::4.Book::::incentive	1989	4000 Essential English Words::4.Book		incentive	An incentive is what makes a person want to do something.	The chance of winning a prize was an incentive to get people to play the game.	incentive	teşvik	draft_google_word
4000 Essential English Words::4.Book::::infrastructure	1990	4000 Essential English Words::4.Book		infrastructure	An infrastructure is a collection of services needed to run a society or business.	Power lines are important parts of a city’s infrastructure.	infrastructure	altyapı	draft_google_word
4000 Essential English Words::4.Book::::legislate	1991	4000 Essential English Words::4.Book		legislate	To legislate means to make laws.	Senators have to legislate fairly so most people will enjoy the benefits.	to legislate	yasa çıkarmak	draft_google_word
4000 Essential English Words::4.Book::::legitimate	1992	4000 Essential English Words::4.Book		legitimate	If something is legitimate, then it is acceptable according to the law.	She found a legitimate plan to raise extra funds for her vacation.	to be legitimate	meşru	draft_google_word
4000 Essential English Words::4.Book::::manipulate	1993	4000 Essential English Words::4.Book		manipulate	To manipulate something means to skillfully or unfairly control or affect it.	The doctor manipulated the data to make it look like the cure was working.	to manipulate	manipüle etmek	draft_google_word
4000 Essential English Words::4.Book::::merchandise	1994	4000 Essential English Words::4.Book		merchandise	Merchandise is goods ready to be purchased or sold.	The store added more merchandise because there were more shoppers.	merchandise	mal	draft_google_word
4000 Essential English Words::4.Book::::retail	1995	4000 Essential English Words::4.Book		retail	Retail is the activity of selling goods to the public, often for personal use.	Although cheap to make, once a t-shirt reaches retail, it costs ten times as much.	retail	perakende	draft_google_word
4000 Essential English Words::4.Book::::revenue	1996	4000 Essential English Words::4.Book		revenue	Revenue is the income made by a company.	The new products really increased the business’s monthly revenue.	revenue	gelir	draft_google_word
4000 Essential English Words::4.Book::::rubbish	1997	4000 Essential English Words::4.Book		rubbish	Rubbish is trash or waste.	The floor around the garbage can was covered with all kinds of rubbish.	rubbish	çöp	draft_google_word
4000 Essential English Words::4.Book::::subsidy	1998	4000 Essential English Words::4.Book		subsidy	A subsidy is money given by the government to companies to assist them.	The official gave the company a subsidy so it could open two new factories.	subsidy	sübvansiyon	draft_google_word
4000 Essential English Words::4.Book::::transaction	1999	4000 Essential English Words::4.Book		transaction	A transaction is an act of buying or selling something.	Because the clerk was new at the job, the simple transaction took a long time.	transaction	işlem	draft_google_word
4000 Essential English Words::4.Book::::violate	2000	4000 Essential English Words::4.Book		violate	To violate a law, rule, or agreement means to break it.	I was given a ticket because the policeman said I violated a traffic law.	to violate	ihlal etmek	draft_google_word
4000 Essential English Words::4.Book::::assess	2001	4000 Essential English Words::4.Book		assess	To assess something means to judge the structure, purpose, or quality of it.	She assessed the condition of the toy car before buying it.	to assess	değerlendirmek	draft_google_word
4000 Essential English Words::4.Book::::astonish	2002	4000 Essential English Words::4.Book		astonish	To astonish someone means to greatly surprise them.	The number of people that came to her party astonished her.	to astonish	hayrete düşürmek	draft_google_word
4000 Essential English Words::4.Book::::commence	2003	4000 Essential English Words::4.Book		commence	To commence something means to begin it.	His speech commenced with a “thank you” to all who had helped him succeed.	to commence	başlamak	draft_google_word
4000 Essential English Words::4.Book::::essence	2004	4000 Essential English Words::4.Book		essence	The essence of something is its important qualities or basic characteristics.	The essence of the argument was that both sides felt they had lost money.	essence	öz	draft_google_word
4000 Essential English Words::4.Book::::extract	2005	4000 Essential English Words::4.Book		extract	To extract something means to remove it.	The dentist extracted the woman’s damaged tooth and put in a fake one.	to extract	çıkarmak	draft_google_word
4000 Essential English Words::4.Book::::fabulous	2006	4000 Essential English Words::4.Book		fabulous	If something is fabulous, it is extremely good.	This strawberry is the best I’ve ever had. It’s fabulous.	to be fabulous	muhteşem	draft_google_word
4000 Essential English Words::4.Book::::haste	2007	4000 Essential English Words::4.Book		haste	Haste is speed in movement or action.	In order to get to the meeting in time, he proceeded with haste.	haste	acele	draft_google_word
4000 Essential English Words::4.Book::::impulse	2008	4000 Essential English Words::4.Book		impulse	An impulse is a sudden thoughtless urge to do something.	Because of the scary noise, she had an impulse to run somewhere and hide.	impulse	dürtü	draft_google_word
4000 Essential English Words::4.Book::::inhibit	2009	4000 Essential English Words::4.Book		inhibit	When you inhibit something, you stop it from developing.	Poor reading skills will inhibit learning in a wide range of subject areas.	to be inhibit	engel	draft_google_word
4000 Essential English Words::4.Book::::latter	2010	4000 Essential English Words::4.Book		latter	Latter describes something last in a series or the second choice of two things.	In the latter minutes of the game, the visitors scored the winning goal.	latter	ikincisi	draft_google_word
4000 Essential English Words::4.Book::::molecule	2011	4000 Essential English Words::4.Book		molecule	A molecule is the smallest basic unit that makes up a physical substance.	A tiny drop of water is made up of many billions of molecules of water.	molecule	molekül	draft_google_word
4000 Essential English Words::4.Book::::ongoing	2012	4000 Essential English Words::4.Book		ongoing	If something is ongoing, then it is still happening or still growing.	The development of plants is ongoing because it takes time for them to mature.	to be ongoing	devam edecek	draft_google_word
4000 Essential English Words::4.Book::::precise	2013	4000 Essential English Words::4.Book		precise	If someone is precise, then they are exact and careful about their work.	The builder was very precise about where he placed the nails.	to be precise	kesin / net	draft_google_word
4000 Essential English Words::4.Book::::proximity	2014	4000 Essential English Words::4.Book		proximity	Proximity is closeness in time, space, or relationships.	All the trees in the proximity of the beach had been cut down.	proximity	yakınlık	draft_google_word
4000 Essential English Words::4.Book::::publicity	2015	4000 Essential English Words::4.Book		publicity	Publicity is public attention given to someone or something by the media.	She received a lot of publicity after her performance in the film.	publicity	tanıtım	draft_google_word
4000 Essential English Words::4.Book::::remedy	2016	4000 Essential English Words::4.Book		remedy	A remedy is a cure for a disease, argument, or problem.	A good remedy for a headache is an aspirin and a glass of water.	remedy	çare	draft_google_word
4000 Essential English Words::4.Book::::significance	2017	4000 Essential English Words::4.Book		significance	The significance of something is the quality that makes it important.	The significance of the snowy weather was that we didn’t have to go to school.	significance	önem	draft_google_word
4000 Essential English Words::4.Book::::subsequent	2018	4000 Essential English Words::4.Book		subsequent	If something is subsequent, then it comes after something else in time.	The flood and the subsequent rescue of those caught in the flood were on TV.	to be subsequent	sonraki	draft_google_word
4000 Essential English Words::4.Book::::synthetic	2019	4000 Essential English Words::4.Book		synthetic	If something is synthetic, then it is made to be like something natural.	Clothing made out of synthetic fabrics is very effective at keeping people warm.	to be synthetic	sentetik	draft_google_word
4000 Essential English Words::4.Book::::terminal	2020	4000 Essential English Words::4.Book		terminal	If something is terminal, then it causes or results in death.	Since his condition was not terminal, he felt a great sense of relief.	to be terminal	ölümcül / son evre	draft_google_word
4000 Essential English Words::4.Book::::acute	2021	4000 Essential English Words::4.Book		acute	When a bad thing is acute, it is very severe and intense.	When she fell out of the tree, the girl felt an acute pain in her arm.	to be acute	akut	draft_google_word
4000 Essential English Words::4.Book::::aggression	2022	4000 Essential English Words::4.Book		aggression	Aggression is behavior that is mean or violent to others.	The problem was only made worse by Mark’s aggression.	aggression	saldırganlık	draft_google_word
4000 Essential English Words::4.Book::::biography	2023	4000 Essential English Words::4.Book		biography	A biography is an account of someone’s life that is written by someone else.	We read a biography about Charles Darwin in science class.	biography	biyografi	draft_google_word
4000 Essential English Words::4.Book::::boost	2024	4000 Essential English Words::4.Book		boost	To boost something means to increase or improve it.	Lowering prices boosts customers’ interest in shopping.	to boost	artırmak	draft_google_word
4000 Essential English Words::4.Book::::clap	2025	4000 Essential English Words::4.Book		clap	To clap means to hit one’s hands together to express pleasure or get attention.	After the speech, everyone in the crowd clapped their hands for the speaker.	to clap	alkışlamak	draft_google_word
4000 Essential English Words::4.Book::::classical	2026	4000 Essential English Words::4.Book		classical	Classical music is more formal and serious than popular music.	Beethoven is a composer of classical music.	classical	klasik	draft_google_word
4000 Essential English Words::4.Book::::compel	2027	4000 Essential English Words::4.Book		compel	To compel someone to do something means to force them to do it.	Traffic signs compel drivers to drive safely.	to compel	zorlamak	draft_google_word
4000 Essential English Words::4.Book::::creation	2028	4000 Essential English Words::4.Book		creation	A creation is something original that is made.	We saw the creation of a new political party.	creation	yaratılış	draft_google_word
4000 Essential English Words::4.Book::::dominance	2029	4000 Essential English Words::4.Book		dominance	The dominance of a person is their state of being more powerful than others.	Large gorillas hit their chests to express their dominance over others.	dominance	hakimiyet	draft_google_word
4000 Essential English Words::4.Book::::gorgeous	2030	4000 Essential English Words::4.Book		gorgeous	When something is gorgeous, it is very pleasing and attractive.	The girl picked out a gorgeous dress to wear to the dance.	to be gorgeous	muhteşem	draft_google_word
4000 Essential English Words::4.Book::::inevitable	2031	4000 Essential English Words::4.Book		inevitable	When something is inevitable, it is certain to happen or cannot be avoided.	It is inevitable that the days will get longer in the summer.	to be inevitable	kaçınılmaz	draft_google_word
4000 Essential English Words::4.Book::::legacy	2032	4000 Essential English Words::4.Book		legacy	A legacy is an effect that exists because of a person or thing in the past.	The legacy of the ancient Egyptians can be seen in their monuments.	legacy	miras	draft_google_word
4000 Essential English Words::4.Book::::masterpiece	2033	4000 Essential English Words::4.Book		masterpiece	A masterpiece is a very good painting, novel, movie, or other work of art.	The Arc de Triomphe is considered a masterpiece in the world of architecture.	masterpiece	şaheser	draft_google_word
4000 Essential English Words::4.Book::::multiple	2034	4000 Essential English Words::4.Book		multiple	If there are multiple things, there are many of them.	When the stunt went wrong, the man suffered multiple injuries.	to be multiple	birden fazla	draft_google_word
4000 Essential English Words::4.Book::::narrate	2035	4000 Essential English Words::4.Book		narrate	To narrate a story means to write about it or read it aloud.	This story was written by John, but Aaron is narrating it to the crowd.	to narrate	anlatmak	draft_google_word
4000 Essential English Words::4.Book::::notorious	2036	4000 Essential English Words::4.Book		notorious	When something is notorious, it is well known because of something bad.	This area of town is notorious for gang activity.	to be notorious	kötü şöhretli	draft_google_word
4000 Essential English Words::4.Book::::overall	2037	4000 Essential English Words::4.Book		overall	When a thing is talked about overall, the whole thing is considered.	Overall, the party was a huge success.	to be overall	genel	draft_google_word
4000 Essential English Words::4.Book::::partiality	2038	4000 Essential English Words::4.Book		partiality	A partiality is a tendency to prefer one thing to another.	She has a partiality for walking to school instead of driving.	partiality	taraflılık	draft_google_word
4000 Essential English Words::4.Book::::spontaneous	2039	4000 Essential English Words::4.Book		spontaneous	When an act is spontaneous, it is not planned. It happens suddenly.	My wife made a spontaneous decision to buy a new sofa while I was at work.	to be spontaneous	kendiliğinden	draft_google_word
4000 Essential English Words::4.Book::::virtue	2040	4000 Essential English Words::4.Book		virtue	A virtue is a good quality or way of behaving.	My best virtue is forgiveness.	virtue	erdem	draft_google_word
4000 Essential English Words::4.Book::::aspect	2041	4000 Essential English Words::4.Book		aspect	An aspect is one part or feature of something.	I thought about the different aspects of owning two dogs.	aspect	görünüş	draft_google_word
4000 Essential English Words::4.Book::::asset	2042	4000 Essential English Words::4.Book		asset	An asset is a skill or quality that is useful or valuable.	The coach realized the boy’s speed was an asset to the team.	asset	varlık	draft_google_word
4000 Essential English Words::4.Book::::assignment	2043	4000 Essential English Words::4.Book		assignment	An assignment is task that is given to you to do.	He was given a difficult assignment but he felt he could succeed in doing it.	assignment	ödev	draft_google_word
4000 Essential English Words::4.Book::::awareness	2044	4000 Essential English Words::4.Book		awareness	An awareness is knowledge or perception or a situation or fact.	She has little awareness of what needs to be done.	awareness	farkındalık	draft_google_word
4000 Essential English Words::4.Book::::bud	2045	4000 Essential English Words::4.Book		bud	A bud is a part of a plant that turns into a flower or a leaf.	Two weeks after planting the seed, a small bud appeared.	bud	tomurcuk	draft_google_word
4000 Essential English Words::4.Book::::coordinate	2046	4000 Essential English Words::4.Book		coordinate	To coordinate things is to make different parts work together.	Each skating team had to coordinate their movements for the show.	to coordinate	koordine etmek	draft_google_word
4000 Essential English Words::4.Book::::credit	2047	4000 Essential English Words::4.Book		credit	Credit is something good in your favour.	His bank account is in credit, so he has money he can spend.	credit	kredi	draft_google_word
4000 Essential English Words::4.Book::::disprove	2048	4000 Essential English Words::4.Book		disprove	To disprove something means to show that it is not true.	The scientist disproved the theory that the sun moved around the Earth.	to disprove	çürütmek	draft_google_word
4000 Essential English Words::4.Book::::humanitarian	2049	4000 Essential English Words::4.Book		humanitarian	If something is humanitarian, it is connected to helping people’s lives.	After the flood, several humanitarian organizations offered help.	to be humanitarian	insani	draft_google_word
4000 Essential English Words::4.Book::::hypothesis	2050	4000 Essential English Words::4.Book		hypothesis	A hypothesis is an idea about something that has not been proved yet.	The teacher did an experiment to prove whether his hypothesis was right.	hypothesis	hipotez	draft_google_word
4000 Essential English Words::4.Book::::informative	2051	4000 Essential English Words::4.Book		informative	When something is informative, it provides a lot of information.	The travel guide had a lot of informative facts about the region.	to be informative	bilgilendirici	draft_google_word
4000 Essential English Words::4.Book::::optic	2052	4000 Essential English Words::4.Book		optic	When something is optic, it relates to the eyes or light.	Her blindness was caused by a problem with her optic nerve.	to be optic	optik	draft_google_word
4000 Essential English Words::4.Book::::premise	2053	4000 Essential English Words::4.Book		premise	A premise is an idea on which something is based.	The premise of the movie that Bobbi and I watched was unrealistic.	premise	öncül	draft_google_word
4000 Essential English Words::4.Book::::rack	2054	4000 Essential English Words::4.Book		rack	A rack is an object with shelves that holds things.	He stored his tools on a rack.	rack	raf	draft_google_word
4000 Essential English Words::4.Book::::renaissance	2055	4000 Essential English Words::4.Book		Renaissance	The Renaissance was a period between the 14th and 17th centuries.	Leonardo da Vinci was a popular artist of the Renaissance.	Renaissance	rönesans	draft_google_word
4000 Essential English Words::4.Book::::spatial	2056	4000 Essential English Words::4.Book		spatial	When something is spatial, it relates to the position and size of things.	He was asked where the books were located to test his spatial awareness.	to be spatial	mekansal	draft_google_word
4000 Essential English Words::4.Book::::specify	2057	4000 Essential English Words::4.Book		specify	To specify is to describe something clearly.	The poster didn’t specify where the concert was taking place.	to specify	açıkça belirtmek / detaylandırmak	draft_google_word
4000 Essential English Words::4.Book::::tie	2058	4000 Essential English Words::4.Book		tie	If you tie two things together, you fasten them with rope, string, etc.	The dog is used to being tied up.	to be tie	bağlamak	draft_google_word
4000 Essential English Words::4.Book::::undertake	2059	4000 Essential English Words::4.Book		undertake	To undertake a particular task is to take on the responsibility of doing it.	We undertook to make sure everybody was well informed of current progress.	to undertake	üstlenmek	draft_google_word
4000 Essential English Words::4.Book::::wax	2060	4000 Essential English Words::4.Book		wax	Wax is a substance that is slightly shiny and melts when heated.	The candles are made of wax.	wax	balmumu	draft_google_word
4000 Essential English Words::4.Book::::addict	2061	4000 Essential English Words::4.Book		addict	An addict is a person who cannot stop doing something.	She was a coffee addict. She had more than three cups each day.	addict	bağımlı	draft_google_word
4000 Essential English Words::4.Book::::archeological	2062	4000 Essential English Words::4.Book		archeological	When something is archeological, it relates to archeology.	They found archeological evidence of an ancient species of man.	to be archeological	arkeolojik	draft_google_word
4000 Essential English Words::4.Book::::archeology	2063	4000 Essential English Words::4.Book		archeology	Archeology is the study of ancient people through their artifacts.	He studied archeology to learn more about ancient Egyptian culture.	archeology	arkeoloji	draft_google_word
4000 Essential English Words::4.Book::::brainstorm	2064	4000 Essential English Words::4.Book		brainstorm	To brainstorm is to have a lot of ideas about a certain topic.	The students met after school to brainstorm ideas for their assignments.	to brainstorm	beyin fırtınası yapmak	draft_google_word
4000 Essential English Words::4.Book::::budget	2065	4000 Essential English Words::4.Book		budget	A budget is the amount of money available to spend on something.	His budget for food was very tight.	budget	bütçe	draft_google_word
4000 Essential English Words::4.Book::::chaotic	2066	4000 Essential English Words::4.Book		chaotic	When something is chaotic, it is crazy, confused, and hectic.	The first day of school can be chaotic for a new student.	to be chaotic	kaotik	draft_google_word
4000 Essential English Words::4.Book::::cite	2067	4000 Essential English Words::4.Book		cite	To cite something is to mention it as an example or as proof of something.	She cited six reasons that the school needed to build new classrooms.	to cite	alıntı yapmak	draft_google_word
4000 Essential English Words::4.Book::::correspond	2068	4000 Essential English Words::4.Book		correspond	To correspond is to match or to be similar to something.	The boy’s story didn’t correspond with his mother’s version.	to correspond	karşılık gelmek	draft_google_word
4000 Essential English Words::4.Book::::courtyard	2069	4000 Essential English Words::4.Book		courtyard	A courtyard is an outdoor area that is surrounded by the walls of a building.	During the summer, the courtyard is a nice place to have lunch.	courtyard	avlu	draft_google_word
4000 Essential English Words::4.Book::::estate	2070	4000 Essential English Words::4.Book		estate	An estate is a large area of land owned by a family or organization.	He lived on his father’s estate in the country.	estate	emlak	draft_google_word
4000 Essential English Words::4.Book::::fraud	2071	4000 Essential English Words::4.Book		fraud	Fraud is the crime of gaining money by lying or by tricking people.	Experts say that credit card fraud increases around the holidays.	fraud	dolandırıcılık	draft_google_word
4000 Essential English Words::4.Book::::hydrogen	2072	4000 Essential English Words::4.Book		hydrogen	Hydrogen is a gas that has no taste, color, or smell.	Airships used to be filled with hydrogen, but it exploded easily.	hydrogen	hidrojen	draft_google_word
4000 Essential English Words::4.Book::::integrity	2073	4000 Essential English Words::4.Book		integrity	Integrity is honesty and good morals.	The principal had a lot of integrity.	integrity	bütünlük	draft_google_word
4000 Essential English Words::4.Book::::outlook	2074	4000 Essential English Words::4.Book		outlook	An outlook is a person’s opinion or way of thinking about something.	He changed his outlook about rats after he read a book about them.	outlook	görünüm	draft_google_word
4000 Essential English Words::4.Book::::parachute	2075	4000 Essential English Words::4.Book		parachute	A parachute is a device that helps people and things fall to the ground safely.	They used parachutes dropped from airplanes to send supplies to the civilians.	parachute	paraşüt	draft_google_word
4000 Essential English Words::4.Book::::prehistoric	2076	4000 Essential English Words::4.Book		prehistoric	When something is prehistoric, it is from a time before written history.	The scientists found prehistoric pots used by the people in the area.	to be prehistoric	tarih öncesi	draft_google_word
4000 Essential English Words::4.Book::::proponent	2077	4000 Essential English Words::4.Book		proponent	A proponent is a person who supports an idea or a plan.	He was a proponent of using environmentally-friendly products.	proponent	savunucu	draft_google_word
4000 Essential English Words::4.Book::::refine	2078	4000 Essential English Words::4.Book		refine	To refine something is to make it better by making changes.	The principal refined his method of controlling students over the years.	to refine	rafine etmek	draft_google_word
4000 Essential English Words::4.Book::::restrict	2079	4000 Essential English Words::4.Book		restrict	To restrict something is to limit it and prevent it from getting bigger.	The club restricted the amount of members.	to restrict	kısıtlamak	draft_google_word
4000 Essential English Words::4.Book::::team	2080	4000 Essential English Words::4.Book		team	A team is a group of people who work closely together.	The All Blacks are my favorite sports team.	team	takım	draft_google_word
4000 Essential English Words::4.Book::::aggregate	2081	4000 Essential English Words::4.Book		aggregate	When something is aggregate, it is made up of smaller amounts added together.	The company totaled its aggregate sales for the entire year.	to be aggregate	toplu	draft_google_word
4000 Essential English Words::4.Book::::antibiotic	2082	4000 Essential English Words::4.Book		antibiotic	An antibiotic is a medical drug used to kill bacteria and treat infections.	The doctor gave me a shot of an antibiotic when I got the flu.	antibiotic	antibiyotik	draft_google_word
4000 Essential English Words::4.Book::::circuit	2083	4000 Essential English Words::4.Book		circuit	A circuit is a piece of an electronic device that allows electricity to flow.	Be very careful not to shock yourself when fixing an electrical circuit.	circuit	devre	draft_google_word
4000 Essential English Words::4.Book::::complement	2084	4000 Essential English Words::4.Book		complement	To complement something or someone is to make them better.	The wool scarf complemented her lovely eyes.	to complement	tamamlamak	draft_google_word
4000 Essential English Words::4.Book::::compress	2085	4000 Essential English Words::4.Book		compress	To compress something means to press or squeeze it so that it takes up less space.	I compressed my clothes to fit into a single suitcase.	to compress	sıkıştırmak	draft_google_word
4000 Essential English Words::4.Book::::database	2086	4000 Essential English Words::4.Book		database	A database is a collection of data that is stored in a computer.	The company has a database of all the names and accounts of their customers.	database	veritabanı	draft_google_word
4000 Essential English Words::4.Book::::equivalent	2087	4000 Essential English Words::4.Book		equivalent	An equivalent is an amount or value that is the same as another amount or value.	I worked the equivalent of sixty hours this week.	equivalent	eşdeğer	draft_google_word
4000 Essential English Words::4.Book::::immune	2088	4000 Essential English Words::4.Book		immune	When someone is immune to a disease, they cannot be affected by it.	Children usually get shots to make them immune to certain diseases.	to be immune	bağışık	draft_google_word
4000 Essential English Words::4.Book::::input	2089	4000 Essential English Words::4.Book		input	Input is information that is put into a computer.	Type the input into the computer program.	input	giriş	draft_google_word
4000 Essential English Words::4.Book::::intimate	2090	4000 Essential English Words::4.Book		intimate	When a relationship is intimate, the two things are very closely connected.	I only tell my secrets to my most intimate friends.	to be intimate	samimi	draft_google_word
4000 Essential English Words::4.Book::::magnet	2091	4000 Essential English Words::4.Book		magnet	A magnet is a piece of iron or other material which attracts iron toward it.	I used a magnet to pick up the nails that were scattered on the floor.	magnet	mıknatıs	draft_google_word
4000 Essential English Words::4.Book::::metabolism	2092	4000 Essential English Words::4.Book		metabolism	A person’s metabolism is the way chemical processes in their body use energy.	If you exercise every day, your metabolism speeds up.	metabolism	metabolizma	draft_google_word
4000 Essential English Words::4.Book::::microchip	2093	4000 Essential English Words::4.Book		microchip	A microchip is a small device in a computer that holds information.	I can put more data on my computer if I buy a more powerful microchip.	microchip	mikroçip	draft_google_word
4000 Essential English Words::4.Book::::phase	2094	4000 Essential English Words::4.Book		phase	A phase is a stage in a process or the gradual development of something.	The first phase in the recycling project involves finding volunteers to help out.	phase	aşama	draft_google_word
