#separator:tab
#html:true
SourceID	Level	Topic	CardType	CardTypeLabel	Front	Answer	Explanation	Examples	CommonMistake	SelfGrade	Tags
a1_1_foundations::querer_and_poder_present::correction	a1_1_foundations	querer and poder present	correction	Correction	Correct this Spanish: Quiero estudio.	Quiero estudiar.	After querer, use the infinitive.	- Quiero agua.<br>- Puedo estudiar.<br>- ¿Puedes ayudarme?	After querer/poder, the next verb stays infinitive.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_1_foundations querer_and_poder_present correction
a1_1_foundations::querer_and_poder_present::production	a1_1_foundations	querer and poder present	production	Production	Write in Spanish: I want to eat.	Quiero comer.	querer + infinitive.	- Quiero agua.<br>- Puedo estudiar.<br>- ¿Puedes ayudarme?	After querer/poder, the next verb stays infinitive.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_1_foundations querer_and_poder_present production
a1_1_foundations::querer_and_poder_present::pattern	a1_1_foundations	querer and poder present	pattern	Mini pattern	Mini pattern: modal-like verb	querer/poder + infinitive	This is a reusable sentence chunk. Practice swapping one word at a time.	- Quiero salir.<br>- Puedo leer.<br>- Puedes venir.	After querer/poder, the next verb stays infinitive.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_1_foundations querer_and_poder_present pattern
a1_1_foundations::estar_present::rule	a1_1_foundations	estar present	rule	Rule	Rule: estar present	<b>Formula</b><br>estar: estoy, estás, está, estamos, están<br><br><b>Use</b><br>Use estar for location, condition, and temporary state.	Memorize the pattern first; the other cards in this topic make you use it.	- Estoy aquí.<br>- La tienda está cerrada.<br>- Estamos cansados.	Accent marks distinguish estás/está from other words.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_1_foundations estar_present rule
a1_1_foundations::estar_present::choose	a1_1_foundations	estar present	choose	Choose	Choose: You are here.<br>A) Estás aquí.<br>B) Está aquí.	A) Estás aquí.	tú form is estás.	- Estoy aquí.<br>- La tienda está cerrada.<br>- Estamos cansados.	Accent marks distinguish estás/está from other words.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_1_foundations estar_present choose
a1_1_foundations::estar_present::correction	a1_1_foundations	estar present	correction	Correction	Correct this Spanish: Yo está en casa.	Yo estoy en casa.	yo form is estoy.	- Estoy aquí.<br>- La tienda está cerrada.<br>- Estamos cansados.	Accent marks distinguish estás/está from other words.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_1_foundations estar_present correction
a1_1_foundations::estar_present::production	a1_1_foundations	estar present	production	Production	Write in Spanish: We are ready.	Estamos listos.	nosotros form is estamos.	- Estoy aquí.<br>- La tienda está cerrada.<br>- Estamos cansados.	Accent marks distinguish estás/está from other words.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_1_foundations estar_present production
a1_1_foundations::estar_present::pattern	a1_1_foundations	estar present	pattern	Mini pattern	Mini pattern: estar + state/place	estar conjugated + place/state	This is a reusable sentence chunk. Practice swapping one word at a time.	- Estoy bien.<br>- Está en casa.<br>- Están listos.	Accent marks distinguish estás/está from other words.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_1_foundations estar_present pattern
a1_1_foundations::adverbs_of_frequency::rule	a1_1_foundations	adverbs of frequency	rule	Rule	Rule: adverbs of frequency	<b>Formula</b><br>siempre, normalmente, a veces, nunca<br><br><b>Use</b><br>Use frequency adverbs to describe routines.	Memorize the pattern first; the other cards in this topic make you use it.	- Siempre estudio.<br>- A veces trabajo.<br>- Nunca fumo.	Put no before the verb with nunca if it follows the verb, but beginners can use nunca before the verb.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_1_foundations adverbs_of_frequency rule
a1_1_foundations::adverbs_of_frequency::choose	a1_1_foundations	adverbs of frequency	choose	Choose	Choose: I never drink coffee.<br>A) Nunca bebo café.<br>B) Bebo nunca café.	A) Nunca bebo café.	Frequency adverbs often go before the verb.	- Siempre estudio.<br>- A veces trabajo.<br>- Nunca fumo.	Put no before the verb with nunca if it follows the verb, but beginners can use nunca before the verb.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_1_foundations adverbs_of_frequency choose
a1_1_foundations::adverbs_of_frequency::correction	a1_1_foundations	adverbs of frequency	correction	Correction	Correct this Spanish: Siempre estudio nunca.	Nunca estudio.	Use one frequency adverb in a clear position.	- Siempre estudio.<br>- A veces trabajo.<br>- Nunca fumo.	Put no before the verb with nunca if it follows the verb, but beginners can use nunca before the verb.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_1_foundations adverbs_of_frequency correction
a1_1_foundations::adverbs_of_frequency::production	a1_1_foundations	adverbs of frequency	production	Production	Write in Spanish: I sometimes study at night.	A veces estudio por la noche.	a veces means sometimes.	- Siempre estudio.<br>- A veces trabajo.<br>- Nunca fumo.	Put no before the verb with nunca if it follows the verb, but beginners can use nunca before the verb.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_1_foundations adverbs_of_frequency production
a1_1_foundations::adverbs_of_frequency::pattern	a1_1_foundations	adverbs of frequency	pattern	Mini pattern	Mini pattern: routine frequency	frequency word + present verb	This is a reusable sentence chunk. Practice swapping one word at a time.	- Siempre leo.<br>- A veces camino.<br>- Nunca trabajo los domingos.	Put no before the verb with nunca if it follows the verb, but beginners can use nunca before the verb.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_1_foundations adverbs_of_frequency pattern
a1_1_foundations::adjective_position_basics::rule	a1_1_foundations	adjective position basics	rule	Rule	Rule: adjective position basics	<b>Formula</b><br>noun + adjective; some common adjectives can go before the noun<br><br><b>Use</b><br>Put most descriptive adjectives after the noun.	Memorize the pattern first; the other cards in this topic make you use it.	- un libro interesante<br>- una casa grande<br>- un buen amigo	Do not copy English adjective order automatically.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_1_foundations adjective_position_basics rule
a1_1_foundations::adjective_position_basics::choose	a1_1_foundations	adjective position basics	choose	Choose	Choose: an interesting book<br>A) un interesante libro<br>B) un libro interesante	B) un libro interesante	Most descriptive adjectives follow the noun.	- un libro interesante<br>- una casa grande<br>- un buen amigo	Do not copy English adjective order automatically.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_1_foundations adjective_position_basics choose
a1_1_foundations::adjective_position_basics::correction	a1_1_foundations	adjective position basics	correction	Correction	Correct this Spanish: una roja casa	una casa roja	Color adjectives normally follow the noun.	- un libro interesante<br>- una casa grande<br>- un buen amigo	Do not copy English adjective order automatically.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_1_foundations adjective_position_basics correction
a1_1_foundations::adjective_position_basics::production	a1_1_foundations	adjective position basics	production	Production	Write in Spanish: a big house	una casa grande	grande follows the noun in this basic use.	- un libro interesante<br>- una casa grande<br>- un buen amigo	Do not copy English adjective order automatically.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_1_foundations adjective_position_basics production
a1_1_foundations::adjective_position_basics::pattern	a1_1_foundations	adjective position basics	pattern	Mini pattern	Mini pattern: noun + adjective	article + noun + adjective	This is a reusable sentence chunk. Practice swapping one word at a time.	- un libro nuevo<br>- una mesa pequeña<br>- un día difícil	Do not copy English adjective order automatically.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_1_foundations adjective_position_basics pattern
a1_1_foundations::a_plus_el_and_de_plus_el::rule	a1_1_foundations	a plus el and de plus el	rule	Rule	Rule: a plus el and de plus el	<b>Formula</b><br>a + el = al; de + el = del<br><br><b>Use</b><br>Use contractions before masculine singular el.	Memorize the pattern first; the other cards in this topic make you use it.	- Voy al banco.<br>- Vengo del trabajo.<br>- La puerta del coche.	Do not contract before la, los, or las.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_1_foundations a_plus_el_and_de_plus_el rule
a1_1_foundations::a_plus_el_and_de_plus_el::choose	a1_1_foundations	a plus el and de plus el	choose	Choose	Choose: I go to the park.<br>A) Voy a el parque.<br>B) Voy al parque.	B) Voy al parque.	a + el contracts to al.	- Voy al banco.<br>- Vengo del trabajo.<br>- La puerta del coche.	Do not contract before la, los, or las.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_1_foundations a_plus_el_and_de_plus_el choose
a1_1_foundations::a_plus_el_and_de_plus_el::correction	a1_1_foundations	a plus el and de plus el	correction	Correction	Correct this Spanish: Vengo de el mercado.	Vengo del mercado.	de + el contracts to del.	- Voy al banco.<br>- Vengo del trabajo.<br>- La puerta del coche.	Do not contract before la, los, or las.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_1_foundations a_plus_el_and_de_plus_el correction
a1_1_foundations::a_plus_el_and_de_plus_el::production	a1_1_foundations	a plus el and de plus el	production	Production	Write in Spanish: I go to the cinema.	Voy al cine.	a + el cine becomes al cine.	- Voy al banco.<br>- Vengo del trabajo.<br>- La puerta del coche.	Do not contract before la, los, or las.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_1_foundations a_plus_el_and_de_plus_el production
a1_1_foundations::a_plus_el_and_de_plus_el::pattern	a1_1_foundations	a plus el and de plus el	pattern	Mini pattern	Mini pattern: contraction	al/del + masculine noun	This is a reusable sentence chunk. Practice swapping one word at a time.	- al trabajo<br>- del banco<br>- al mercado	Do not contract before la, los, or las.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_1_foundations a_plus_el_and_de_plus_el pattern
a1_1_foundations::dates::rule	a1_1_foundations	dates	rule	Rule	Rule: dates	<b>Formula</b><br>el + number + de + month<br><br><b>Use</b><br>Use Spanish date order: day of month.	Memorize the pattern first; the other cards in this topic make you use it.	- el 5 de mayo<br>- el 10 de junio<br>- Hoy es el 3 de abril.	Do not capitalize months.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_1_foundations dates rule
a1_1_foundations::dates::choose	a1_1_foundations	dates	choose	Choose	Choose: May 5<br>A) el 5 de mayo<br>B) mayo 5	A) el 5 de mayo	Spanish dates use day + de + month.	- el 5 de mayo<br>- el 10 de junio<br>- Hoy es el 3 de abril.	Do not capitalize months.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_1_foundations dates choose
a1_1_foundations::dates::correction	a1_1_foundations	dates	correction	Correction	Correct this Spanish: Hoy es Mayo 5.	Hoy es el 5 de mayo.	Use Spanish date order and lowercase month.	- el 5 de mayo<br>- el 10 de junio<br>- Hoy es el 3 de abril.	Do not capitalize months.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_1_foundations dates correction
a1_1_foundations::dates::production	a1_1_foundations	dates	production	Production	Write in Spanish: Today is June 10.	Hoy es el 10 de junio.	Use el + number + de + month.	- el 5 de mayo<br>- el 10 de junio<br>- Hoy es el 3 de abril.	Do not capitalize months.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_1_foundations dates production
a1_1_foundations::dates::pattern	a1_1_foundations	dates	pattern	Mini pattern	Mini pattern: date phrase	el + day + de + month	This is a reusable sentence chunk. Practice swapping one word at a time.	- el 2 de enero<br>- el 14 de febrero<br>- el 20 de agosto	Do not capitalize months.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_1_foundations dates pattern
a1_1_foundations::weather_basics::rule	a1_1_foundations	weather basics	rule	Rule	Rule: weather basics	<b>Formula</b><br>hace + noun; está + adjective; hay + noun<br><br><b>Use</b><br>Use fixed weather expressions.	Memorize the pattern first; the other cards in this topic make you use it.	- Hace frío.<br>- Hace sol.<br>- Está nublado.<br>- Hay viento.	Do not translate 'it is' with es for most weather expressions.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_1_foundations weather_basics rule
a1_1_foundations::weather_basics::choose	a1_1_foundations	weather basics	choose	Choose	Choose: It is hot.<br>A) Hace calor.<br>B) Es calor.	A) Hace calor.	Weather often uses hacer.	- Hace frío.<br>- Hace sol.<br>- Está nublado.<br>- Hay viento.	Do not translate 'it is' with es for most weather expressions.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_1_foundations weather_basics choose
a1_1_foundations::weather_basics::correction	a1_1_foundations	weather basics	correction	Correction	Correct this Spanish: Es frío hoy.	Hace frío hoy.	Cold weather uses hace frío.	- Hace frío.<br>- Hace sol.<br>- Está nublado.<br>- Hay viento.	Do not translate 'it is' with es for most weather expressions.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_1_foundations weather_basics correction
a1_1_foundations::weather_basics::production	a1_1_foundations	weather basics	production	Production	Write in Spanish: It is sunny.	Hace sol.	Use hace sol.	- Hace frío.<br>- Hace sol.<br>- Está nublado.<br>- Hay viento.	Do not translate 'it is' with es for most weather expressions.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_1_foundations weather_basics production
a1_1_foundations::weather_basics::pattern	a1_1_foundations	weather basics	pattern	Mini pattern	Mini pattern: weather expression	hace/está/hay + weather word	This is a reusable sentence chunk. Practice swapping one word at a time.	- Hace calor.<br>- Está lloviendo.<br>- Hay niebla.	Do not translate 'it is' with es for most weather expressions.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_1_foundations weather_basics pattern
a1_2_core_sentences::stem_changing_e_to_ie::rule	a1_2_core_sentences	stem changing e to ie	rule	Rule	Rule: stem changing e to ie	<b>Formula</b><br>e -> ie in stressed present forms: querer -> quiero, quieres<br><br><b>Use</b><br>Use stem changes for common present-tense verbs.	Memorize the pattern first; the other cards in this topic make you use it.	- Quiero café.<br>- Tú quieres agua.<br>- Ella empieza hoy.	nosotros often does not stem-change: queremos.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_e_to_ie rule
a1_2_core_sentences::stem_changing_e_to_ie::choose	a1_2_core_sentences	stem changing e to ie	choose	Choose	Choose: I want coffee.<br>A) Quero café.<br>B) Quiero café.	B) Quiero café.	querer changes e to ie in yo.	- Quiero café.<br>- Tú quieres agua.<br>- Ella empieza hoy.	nosotros often does not stem-change: queremos.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_e_to_ie choose
a1_2_core_sentences::stem_changing_e_to_ie::correction	a1_2_core_sentences	stem changing e to ie	correction	Correction	Correct this Spanish: Nosotros quieremos comer.	Nosotros queremos comer.	nosotros does not stem-change here.	- Quiero café.<br>- Tú quieres agua.<br>- Ella empieza hoy.	nosotros often does not stem-change: queremos.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_e_to_ie correction
a1_2_core_sentences::stem_changing_e_to_ie::production	a1_2_core_sentences	stem changing e to ie	production	Production	Write in Spanish: She wants water.	Ella quiere agua.	querer changes to quiere.	- Quiero café.<br>- Tú quieres agua.<br>- Ella empieza hoy.	nosotros often does not stem-change: queremos.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_e_to_ie production
a1_2_core_sentences::stem_changing_e_to_ie::pattern	a1_2_core_sentences	stem changing e to ie	pattern	Mini pattern	Mini pattern: e to ie present	stem change + present ending	This is a reusable sentence chunk. Practice swapping one word at a time.	- quiero<br>- piensas<br>- empieza	nosotros often does not stem-change: queremos.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_e_to_ie pattern
a1_2_core_sentences::stem_changing_o_to_ue::rule	a1_2_core_sentences	stem changing o to ue	rule	Rule	Rule: stem changing o to ue	<b>Formula</b><br>o -> ue in stressed present forms: poder -> puedo, dormir -> duermo<br><br><b>Use</b><br>Use stem changes for common ability and routine verbs.	Memorize the pattern first; the other cards in this topic make you use it.	- Puedo salir.<br>- Duermo bien.<br>- Ella vuelve tarde.	nosotros often does not stem-change: podemos.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_o_to_ue rule
a1_2_core_sentences::stem_changing_o_to_ue::choose	a1_2_core_sentences	stem changing o to ue	choose	Choose	Choose: I can go.<br>A) Puedo ir.<br>B) Podo ir.	A) Puedo ir.	poder changes o to ue in yo.	- Puedo salir.<br>- Duermo bien.<br>- Ella vuelve tarde.	nosotros often does not stem-change: podemos.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_o_to_ue choose
a1_2_core_sentences::stem_changing_o_to_ue::correction	a1_2_core_sentences	stem changing o to ue	correction	Correction	Correct this Spanish: Nosotros puedemos estudiar.	Nosotros podemos estudiar.	nosotros does not stem-change here.	- Puedo salir.<br>- Duermo bien.<br>- Ella vuelve tarde.	nosotros often does not stem-change: podemos.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_o_to_ue correction
a1_2_core_sentences::stem_changing_o_to_ue::production	a1_2_core_sentences	stem changing o to ue	production	Production	Write in Spanish: I sleep well.	Duermo bien.	dormir changes o to ue in yo.	- Puedo salir.<br>- Duermo bien.<br>- Ella vuelve tarde.	nosotros often does not stem-change: podemos.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_o_to_ue production
a1_2_core_sentences::stem_changing_o_to_ue::pattern	a1_2_core_sentences	stem changing o to ue	pattern	Mini pattern	Mini pattern: o to ue present	stem change + present ending	This is a reusable sentence chunk. Practice swapping one word at a time.	- puedo<br>- duermes<br>- vuelve	nosotros often does not stem-change: podemos.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_o_to_ue pattern
a1_2_core_sentences::stem_changing_e_to_i::rule	a1_2_core_sentences	stem changing e to i	rule	Rule	Rule: stem changing e to i	<b>Formula</b><br>e -> i in stressed present forms: pedir -> pido<br><br><b>Use</b><br>Use this pattern for common -ir verbs like pedir and servir.	Memorize the pattern first; the other cards in this topic make you use it.	- Pido agua.<br>- Ella sirve café.<br>- ¿Repites la frase?	Do not apply the change to every -ir verb.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_e_to_i rule
a1_2_core_sentences::stem_changing_e_to_i::choose	a1_2_core_sentences	stem changing e to i	choose	Choose	Choose: I ask for water.<br>A) Pedo agua.<br>B) Pido agua.	B) Pido agua.	pedir changes e to i in yo.	- Pido agua.<br>- Ella sirve café.<br>- ¿Repites la frase?	Do not apply the change to every -ir verb.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_e_to_i choose
a1_2_core_sentences::stem_changing_e_to_i::correction	a1_2_core_sentences	stem changing e to i	correction	Correction	Correct this Spanish: Ella serve café.	Ella sirve café.	servir changes e to i.	- Pido agua.<br>- Ella sirve café.<br>- ¿Repites la frase?	Do not apply the change to every -ir verb.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_e_to_i correction
a1_2_core_sentences::stem_changing_e_to_i::production	a1_2_core_sentences	stem changing e to i	production	Production	Write in Spanish: I repeat the phrase.	Repito la frase.	repetir changes e to i in yo.	- Pido agua.<br>- Ella sirve café.<br>- ¿Repites la frase?	Do not apply the change to every -ir verb.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_e_to_i production
a1_2_core_sentences::stem_changing_e_to_i::pattern	a1_2_core_sentences	stem changing e to i	pattern	Mini pattern	Mini pattern: e to i present	stem change + present ending	This is a reusable sentence chunk. Practice swapping one word at a time.	- pido<br>- sirves<br>- repite	Do not apply the change to every -ir verb.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences stem_changing_e_to_i pattern
a1_2_core_sentences::saber_vs_conocer::rule	a1_2_core_sentences	saber vs conocer	rule	Rule	Rule: saber vs conocer	<b>Formula</b><br>saber + dato/infinitivo; conocer + persona/lugar<br><br><b>Use</b><br>Use saber for information and conocer for familiarity.	Memorize the pattern first; the other cards in this topic make you use it.	- Sé la respuesta.<br>- Conozco a Ana.<br>- Sé nadar.	Use personal a with conocer a + person.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences saber_vs_conocer rule
a1_2_core_sentences::saber_vs_conocer::choose	a1_2_core_sentences	saber vs conocer	choose	Choose	Choose: I know Ana.<br>A) Sé Ana.<br>B) Conozco a Ana.	B) Conozco a Ana.	Knowing a person uses conocer.	- Sé la respuesta.<br>- Conozco a Ana.<br>- Sé nadar.	Use personal a with conocer a + person.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences saber_vs_conocer choose
a1_2_core_sentences::saber_vs_conocer::correction	a1_2_core_sentences	saber vs conocer	correction	Correction	Correct this Spanish: Conozco la respuesta.	Sé la respuesta.	Knowing information uses saber.	- Sé la respuesta.<br>- Conozco a Ana.<br>- Sé nadar.	Use personal a with conocer a + person.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences saber_vs_conocer correction
a1_2_core_sentences::saber_vs_conocer::production	a1_2_core_sentences	saber vs conocer	production	Production	Write in Spanish: I know how to swim.	Sé nadar.	saber + infinitive means know how to.	- Sé la respuesta.<br>- Conozco a Ana.<br>- Sé nadar.	Use personal a with conocer a + person.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences saber_vs_conocer production
a1_2_core_sentences::saber_vs_conocer::pattern	a1_2_core_sentences	saber vs conocer	pattern	Mini pattern	Mini pattern: know contrast	saber + fact/infinitive; conocer + person/place	This is a reusable sentence chunk. Practice swapping one word at a time.	- Sé español.<br>- Conozco Madrid.<br>- Sé cocinar.	Use personal a with conocer a + person.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences saber_vs_conocer pattern
a1_2_core_sentences::personal_a::rule	a1_2_core_sentences	personal a	rule	Rule	Rule: personal a	<b>Formula</b><br>a + specific person after many direct-object verbs<br><br><b>Use</b><br>Use personal a before a specific person who receives the action.	Memorize the pattern first; the other cards in this topic make you use it.	- Veo a Ana.<br>- Busco a mi hermano.<br>- Conozco a Luis.	Do not use personal a before ordinary things.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences personal_a rule
a1_2_core_sentences::personal_a::choose	a1_2_core_sentences	personal a	choose	Choose	Choose: I see Ana.<br>A) Veo Ana.<br>B) Veo a Ana.	B) Veo a Ana.	Specific person as object takes personal a.	- Veo a Ana.<br>- Busco a mi hermano.<br>- Conozco a Luis.	Do not use personal a before ordinary things.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences personal_a choose
a1_2_core_sentences::personal_a::correction	a1_2_core_sentences	personal a	correction	Correction	Correct this Spanish: Veo a el libro.	Veo el libro.	Do not use personal a with things.	- Veo a Ana.<br>- Busco a mi hermano.<br>- Conozco a Luis.	Do not use personal a before ordinary things.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences personal_a correction
a1_2_core_sentences::personal_a::production	a1_2_core_sentences	personal a	production	Production	Write in Spanish: I know Luis.	Conozco a Luis.	conocer + person uses personal a.	- Veo a Ana.<br>- Busco a mi hermano.<br>- Conozco a Luis.	Do not use personal a before ordinary things.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences personal_a production
a1_2_core_sentences::personal_a::pattern	a1_2_core_sentences	personal a	pattern	Mini pattern	Mini pattern: person as object	verb + a + person	This is a reusable sentence chunk. Practice swapping one word at a time.	- Veo a mi madre.<br>- Busco a Carlos.<br>- Ayudo a Ana.	Do not use personal a before ordinary things.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences personal_a pattern
a1_2_core_sentences::object_pronoun_placement::rule	a1_2_core_sentences	object pronoun placement	rule	Rule	Rule: object pronoun placement	<b>Formula</b><br>before conjugated verb; attached to infinitive<br><br><b>Use</b><br>Place object pronouns before a conjugated verb or attach them to an infinitive.	Memorize the pattern first; the other cards in this topic make you use it.	- Lo quiero.<br>- Quiero verlo.<br>- Lo voy a comprar.<br>- Voy a comprarlo.	Do not place the pronoun randomly after a conjugated verb.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences object_pronoun_placement rule
a1_2_core_sentences::object_pronoun_placement::choose	a1_2_core_sentences	object pronoun placement	choose	Choose	Choose: I want to see it.<br>A) Quiero verlo.<br>B) Quiero ver lo.	A) Quiero verlo.	Pronouns attach directly to infinitives.	- Lo quiero.<br>- Quiero verlo.<br>- Lo voy a comprar.<br>- Voy a comprarlo.	Do not place the pronoun randomly after a conjugated verb.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences object_pronoun_placement choose
a1_2_core_sentences::object_pronoun_placement::correction	a1_2_core_sentences	object pronoun placement	correction	Correction	Correct this Spanish: Veo lo.	Lo veo.	With a conjugated verb, the object pronoun goes before it.	- Lo quiero.<br>- Quiero verlo.<br>- Lo voy a comprar.<br>- Voy a comprarlo.	Do not place the pronoun randomly after a conjugated verb.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences object_pronoun_placement correction
