#separator:tab
#html:true
SourceID	DeckPath	Level	Topic	CardType	PromptMode	Front	Answer	TypeAnswer	Back	Formula	Examples	Audio	AudioURL	Source	Attribution	SelfGrade	Tags
en_phrase_348_to_take_issue_with::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Disagree with something and consider it problematic."	I take issue with the assumption that users read every warning		Target phrase: <b>to take issue with</b><br>Disagree with something and consider it problematic.	Situation -> natural sentence using a formulaic sequence.	- She took issue with the report&#x27;s conclusion, not the data.<br>- Several reviewers took issue with the vague success metric.<br>- I take issue with calling this a minor bug.						english_mastery level_6 natural_phrases phrase_production
en_phrase_349_to_take_the_edge_off::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_compare	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Make something unpleasant feel less intense.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>A short walk took the _____ off his anxiety before the call."	to take the edge off	to take the edge off	Make something unpleasant feel less intense.	Retrieve the full phrase from meaning and sentence context.	- The quiet room took the edge off the long journey.<br>- A small discount took the edge off the price increase.<br>- The warm-up questions took the edge off the interview.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_349_to_take_the_edge_off::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Make something unpleasant feel less intense."	A short walk took the edge off his anxiety before the call		Target phrase: <b>to take the edge off</b><br>Make something unpleasant feel less intense.	Situation -> natural sentence using a formulaic sequence.	- The quiet room took the edge off the long journey.<br>- A small discount took the edge off the price increase.<br>- The warm-up questions took the edge off the interview.						english_mastery level_6 natural_phrases phrase_production
en_phrase_350_to_toe_the_line::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Follow rules or expectations closely, often reluctantly.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>New employees felt pressure _____ on public messaging."	to toe the line	to toe the line	Follow rules or expectations closely, often reluctantly.	Retrieve the full phrase from meaning and sentence context.	- The spokesperson toed the line during the hostile interview.<br>- He refused to toe the line when the numbers looked misleading.<br>- The memo reminded managers to toe the line on compliance language.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_350_to_toe_the_line::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Follow rules or expectations closely, often reluctantly."	New employees felt pressure to toe the line on public messaging		Target phrase: <b>to toe the line</b><br>Follow rules or expectations closely, often reluctantly.	Situation -> natural sentence using a formulaic sequence.	- The spokesperson toed the line during the hostile interview.<br>- He refused to toe the line when the numbers looked misleading.<br>- The memo reminded managers to toe the line on compliance language.						english_mastery level_6 natural_phrases phrase_production
en_phrase_351_to_turn_a_blind_eye::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_compare	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Deliberately ignore something wrong.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The supervisor turned a _____ eye to repeated time-sheet errors."	to turn a blind eye	to turn a blind eye	Deliberately ignore something wrong.	Retrieve the full phrase from meaning and sentence context.	- The school cannot turn a blind eye to bullying.<br>- Regulators accused the firm of turning a blind eye to risk.<br>- Do not turn a blind eye when the process is being bypassed.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_351_to_turn_a_blind_eye::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Deliberately ignore something wrong."	The supervisor turned a blind eye to repeated time-sheet errors		Target phrase: <b>to turn a blind eye</b><br>Deliberately ignore something wrong.	Situation -> natural sentence using a formulaic sequence.	- The school cannot turn a blind eye to bullying.<br>- Regulators accused the firm of turning a blind eye to risk.<br>- Do not turn a blind eye when the process is being bypassed.						english_mastery level_6 natural_phrases phrase_production
en_phrase_352_to_walk_a_fine_line::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_compare	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Manage a delicate balance where mistakes have consequences.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The spokesperson walked a _____ line between honesty and panic."	to walk a fine line	to walk a fine line	Manage a delicate balance where mistakes have consequences.	Retrieve the full phrase from meaning and sentence context.	- The article walks a fine line between criticism and speculation.<br>- Teachers walk a fine line between support and pressure.<br>- The negotiator walked a fine line during the final call.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_352_to_walk_a_fine_line::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Manage a delicate balance where mistakes have consequences."	The spokesperson walked a fine line between honesty and panic		Target phrase: <b>to walk a fine line</b><br>Manage a delicate balance where mistakes have consequences.	Situation -> natural sentence using a formulaic sequence.	- The article walks a fine line between criticism and speculation.<br>- Teachers walk a fine line between support and pressure.<br>- The negotiator walked a fine line during the final call.						english_mastery level_6 natural_phrases phrase_production
en_phrase_353_to_weather_the_storm::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Survive a difficult period.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The company weathered the _____ by cutting nonessential costs."	to weather the storm	to weather the storm	Survive a difficult period.	Retrieve the full phrase from meaning and sentence context.	- The team weathered the storm after the public outage.<br>- She weathered the storm of criticism and kept improving.<br>- Small suppliers may struggle to weather the storm if demand drops.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_353_to_weather_the_storm::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Survive a difficult period."	The company weathered the storm by cutting nonessential costs		Target phrase: <b>to weather the storm</b><br>Survive a difficult period.	Situation -> natural sentence using a formulaic sequence.	- The team weathered the storm after the public outage.<br>- She weathered the storm of criticism and kept improving.<br>- Small suppliers may struggle to weather the storm if demand drops.						english_mastery level_6 natural_phrases phrase_production
en_phrase_354_to_weigh_your_words::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Choose language carefully because the situation is sensitive.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>_____ carefully before replying to that accusation."	to weigh your words	to weigh your words	Choose language carefully because the situation is sensitive.	Retrieve the full phrase from meaning and sentence context.	- The diplomat weighed her words during the press conference.<br>- He weighed his words before giving negative feedback.<br>- In legal emails, weigh your words and avoid exaggeration.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_354_to_weigh_your_words::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Choose language carefully because the situation is sensitive."	Weigh your words carefully before replying to that accusation		Target phrase: <b>to weigh your words</b><br>Choose language carefully because the situation is sensitive.	Situation -> natural sentence using a formulaic sequence.	- The diplomat weighed her words during the press conference.<br>- He weighed his words before giving negative feedback.<br>- In legal emails, weigh your words and avoid exaggeration.						english_mastery level_6 natural_phrases phrase_production
en_phrase_355_when_push_comes_to_shove::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_compare	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>When the situation becomes serious and a choice must be made.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>_____, customers care more about reliability than design."	when push comes to shove	when push comes to shove	When the situation becomes serious and a choice must be made.	Retrieve the full phrase from meaning and sentence context.	- When push comes to shove, the team will prioritize safety.<br>- The policy sounds flexible, but when push comes to shove, budget wins.<br>- When push comes to shove, she always protects her staff.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_355_when_push_comes_to_shove::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>When the situation becomes serious and a choice must be made."	When push comes to shove, customers care more about reliability than design		Target phrase: <b>when push comes to shove</b><br>When the situation becomes serious and a choice must be made.	Situation -> natural sentence using a formulaic sequence.	- When push comes to shove, the team will prioritize safety.<br>- The policy sounds flexible, but when push comes to shove, budget wins.<br>- When push comes to shove, she always protects her staff.						english_mastery level_6 natural_phrases phrase_production
en_phrase_356_without_so_much_as::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Without even doing a small expected action.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>He changed the deadline _____ warning the team."	without so much as	without so much as	Without even doing a small expected action.	Retrieve the full phrase from meaning and sentence context.	- The vendor cancelled without so much as an apology.<br>- She left the meeting without so much as a goodbye.<br>- They altered the contract without so much as asking legal.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_356_without_so_much_as::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Without even doing a small expected action."	He changed the deadline without so much as warning the team		Target phrase: <b>without so much as</b><br>Without even doing a small expected action.	Situation -> natural sentence using a formulaic sequence.	- The vendor cancelled without so much as an apology.<br>- She left the meeting without so much as a goodbye.<br>- They altered the contract without so much as asking legal.						english_mastery level_6 natural_phrases phrase_production
en_phrase_357_for_what_it_s_worth::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Used before offering an opinion that may or may not be useful.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>_____, the quietest users often give the clearest feedback."	for what it's worth	for what it's worth	Used before offering an opinion that may or may not be useful.	Retrieve the full phrase from meaning and sentence context.	- For what it&#x27;s worth, I think the simpler design will age better.<br>- The numbers are early, but for what it&#x27;s worth, retention is improving.<br>- For what it&#x27;s worth, she warned us about this risk last month.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_357_for_what_it_s_worth::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Used before offering an opinion that may or may not be useful."	For what it's worth, the quietest users often give the clearest feedback		Target phrase: <b>for what it&#x27;s worth</b><br>Used before offering an opinion that may or may not be useful.	Situation -> natural sentence using a formulaic sequence.	- For what it&#x27;s worth, I think the simpler design will age better.<br>- The numbers are early, but for what it&#x27;s worth, retention is improving.<br>- For what it&#x27;s worth, she warned us about this risk last month.						english_mastery level_6 natural_phrases phrase_production
en_phrase_358_as_luck_would_have_it::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_compare	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>By chance, often in a surprising way.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>_____, the backup server failed during the demo."	as luck would have it	as luck would have it	By chance, often in a surprising way.	Retrieve the full phrase from meaning and sentence context.	- As luck would have it, we found the missing receipt in an old email.<br>- As luck would have it, the expert was already in the building.<br>- The train was delayed, but as luck would have it, the meeting started late too.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_358_as_luck_would_have_it::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>By chance, often in a surprising way."	As luck would have it, the backup server failed during the demo		Target phrase: <b>as luck would have it</b><br>By chance, often in a surprising way.	Situation -> natural sentence using a formulaic sequence.	- As luck would have it, we found the missing receipt in an old email.<br>- As luck would have it, the expert was already in the building.<br>- The train was delayed, but as luck would have it, the meeting started late too.						english_mastery level_6 natural_phrases phrase_production
en_phrase_359_not_least_because::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_exact	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Especially because; used to highlight an important reason.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>The proposal is risky, _____ the timeline depends on one vendor."	not least because	not least because	Especially because; used to highlight an important reason.	Retrieve the full phrase from meaning and sentence context.	- The change matters, not least because customers already complained.<br>- She was promoted, not least because she handled the crisis calmly.<br>- The policy failed, not least because nobody explained it clearly.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_359_not_least_because::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Especially because; used to highlight an important reason."	The proposal is risky, not least because the timeline depends on one vendor		Target phrase: <b>not least because</b><br>Especially because; used to highlight an important reason.	Situation -> natural sentence using a formulaic sequence.	- The change matters, not least because customers already complained.<br>- She was promoted, not least because she handled the crisis calmly.<br>- The policy failed, not least because nobody explained it clearly.						english_mastery level_6 natural_phrases phrase_production
en_phrase_360_be_that_as_it_may::phrase_cloze	English Mastery::Natural Phrases	level_6	natural phrases	phrase_cloze	type_compare	"<span class=""front-cue""><span class=""front-label"">Meaning cue</span><br>Even if that is true, the main point remains different.</span><br><br><span class=""front-instruction"">Complete naturally</span><br>_____, we still need written approval before launch."	be that as it may	be that as it may	Even if that is true, the main point remains different.	Retrieve the full phrase from meaning and sentence context.	- The tool is popular; be that as it may, it fails our security review.<br>- He may be experienced; be that as it may, the rule applies to everyone.<br>- The price is attractive; be that as it may, support is limited.						english_mastery level_6 natural_phrases phrase_cloze
en_phrase_360_be_that_as_it_may::phrase_production	English Mastery::Natural Phrases	level_6	natural phrases	phrase_production	self_grade	"<span class=""front-instruction"">Produce one natural sentence using the target phrase, then compare for naturalness</span><br>Even if that is true, the main point remains different."	Be that as it may, we still need written approval before launch		Target phrase: <b>be that as it may</b><br>Even if that is true, the main point remains different.	Situation -> natural sentence using a formulaic sequence.	- The tool is popular; be that as it may, it fails our security review.<br>- He may be experienced; be that as it may, the rule applies to everyone.<br>- The price is attractive; be that as it may, support is limited.						english_mastery level_6 natural_phrases phrase_production
grammar_rule::b2_tense_system::present_perfect_vs_past_simple	English Mastery::B2 Grammar Control	b2_tense_system	present perfect vs past simple	rule	self_grade	"<span class=""front-instruction"">Rule anchor</span><br>present perfect vs past simple"	have/has + V3 / V2		since + unfinished period stays open, so present perfect.		- I have lived in London since 2018.<br>- I lived in London for a year in 2018.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system present_perfect_vs_past_simple rule
grammar::b2_tense_system::present_perfect_vs_past_simple::001::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	present perfect vs past simple	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct/natural English form</span><br>I _____ in London since 2018.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: live</span>"	I have lived in London since 2018	I have lived in London since 2018	since + unfinished period stays open, so present perfect.	have/has + V3 / V2	- I have lived in London since 2018.<br>- I lived in London for a year in 2018.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system present_perfect_vs_past_simple typed_contrast
grammar::b2_tense_system::present_perfect_vs_past_simple::002::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	present perfect vs past simple	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct/natural English form</span><br>She _____ this position last year.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: take</span>"	She took this position last year	She took this position last year	last year closes the period, so past simple.	V2 for finished, bounded time	- She took this position last year.<br>- She has taken new responsibilities.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system present_perfect_vs_past_simple typed_contrast
grammar::b2_tense_system::present_perfect_vs_past_simple::003::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	present perfect vs past simple	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct/natural English form</span><br>We _____ three versions already this week.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: review</span>"	We have reviewed three versions already this week	We have reviewed three versions already this week	with this week as open window, present perfect is preferred.	have/has + V3 with for/since	- We have reviewed three versions this week.<br>- We reviewed three versions yesterday.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system present_perfect_vs_past_simple typed_contrast
grammar_rule::b2_tense_system::present_perfect_continuous	English Mastery::B2 Grammar Control	b2_tense_system	present perfect continuous	rule	self_grade	"<span class=""front-instruction"">Rule anchor</span><br>present perfect continuous"	have/has been + V-ing		This emphasizes ongoing preparation over time up to now.		- I have been preparing all day.<br>- She has been studying Spanish recently.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system present_perfect_continuous rule
grammar::b2_tense_system::present_perfect_continuous::004::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	present perfect continuous	typed_contrast	type_compare	"<span class=""front-instruction"">Type the correct/natural English form</span><br>I _____ preparing for this meeting for two hours."	I have been preparing for this meeting for two hours	I have been preparing for this meeting for two hours	This emphasizes ongoing preparation over time up to now.	have/has been + V-ing	- I have been preparing all day.<br>- She has been studying Spanish recently.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system present_perfect_continuous typed_contrast
grammar::b2_tense_system::present_perfect_continuous::005::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	present perfect continuous	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct/natural English form</span><br>Why _____ so tired tonight?<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: you / look</span>"	Why have you been looking so tired tonight?	Why have you been looking so tired tonight?	A visible present result follows from recent repeated activity.	have/has been + V-ing	- Why have you been working so late?<br>- They have been testing all night.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system present_perfect_continuous typed_contrast
grammar::b2_tense_system::present_perfect_continuous::006::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	present perfect continuous	typed_contrast	type_compare	"<span class=""front-instruction"">Type the correct/natural English form</span><br>The team _____ the server for an hour, and users are still waiting.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: check</span>"	The team has been checking the server for an hour, and users are still waiting	The team has been checking the server for an hour, and users are still waiting	With a singular team subject, use has been.	have/has been + V-ing	- The team has been monitoring logs.<br>- The app has been running slowly.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system present_perfect_continuous typed_contrast
grammar_rule::b2_tense_system::past_perfect	English Mastery::B2 Grammar Control	b2_tense_system	past perfect	rule	self_grade	"<span class=""front-instruction"">Rule anchor</span><br>past perfect"	had + V3		past perfect anchors an earlier past event.		- By the time we arrived, they had already left.<br>- She had finished before the meeting started.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system past_perfect rule
grammar::b2_tense_system::past_perfect::007::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	past perfect	typed_contrast	type_compare	"<span class=""front-instruction"">Type the correct/natural English form</span><br>By the time we arrived, they _____ already left."	By the time we arrived, they had already left	By the time we arrived, they had already left	past perfect anchors an earlier past event.	had + V3	- By the time we arrived, they had already left.<br>- She had finished before the meeting started.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system past_perfect typed_contrast
grammar::b2_tense_system::past_perfect::008::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	past perfect	typed_contrast	type_compare	"<span class=""front-instruction"">Type the correct/natural English form</span><br>The manager said the system _____ before sunrise.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: crash</span>"	The manager said the system had crashed before sunrise	The manager said the system had crashed before sunrise	reported past often keeps sequencing clear with past perfect.	had + V3	- The server had crashed by 7:00.<br>- He said the file had been sent.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system past_perfect typed_contrast
grammar::b2_tense_system::past_perfect::009::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	past perfect	typed_contrast	type_compare	"<span class=""front-instruction"">Type the correct/natural English form</span><br>When we got there, the engineer had already _____ the patch.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: apply</span>"	When we got there, the engineer had already applied the patch	When we got there, the engineer had already applied the patch	Use past perfect when one event was earlier than another past event.	had + V3	- They had applied the patch before the audit started.<br>- She had checked everything first.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system past_perfect typed_contrast
grammar_rule::b2_tense_system::future_forms	English Mastery::B2 Grammar Control	b2_tense_system	future forms	rule	self_grade	"<span class=""front-instruction"">Rule anchor</span><br>future forms"	will + V1 / be going to + V1 / present continuous		Spontaneous decision or prediction uses will.		- The team will review the changes tomorrow.<br>- The team is starting tomorrow morning.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system future_forms rule
grammar::b2_tense_system::future_forms::010::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	future forms	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct/natural English form</span><br>The team _____ tomorrow's rollout tomorrow morning.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: start</span>"	The team will start tomorrow's rollout tomorrow morning	The team will start tomorrow's rollout tomorrow morning	Spontaneous decision or prediction uses will.	will + V1 / be going to + V1 / present continuous	- The team will review the changes tomorrow.<br>- The team is starting tomorrow morning.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system future_forms typed_contrast
grammar::b2_tense_system::future_forms::011::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	future forms	typed_contrast	type_compare	"<span class=""front-instruction"">Type the correct/natural English form</span><br>I _____ the final draft by Friday.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: finish</span>"	I will have finished the final draft by Friday	I will have finished the final draft by Friday	Use future perfect for action completed before a future reference.	will have + V3	- By Friday, we will have finished all reviews.<br>- By Friday, the rollout will have started.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system future_forms typed_contrast
grammar::b2_tense_system::future_forms::012::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	future forms	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct/natural English form</span><br>We _____ a design review at 14:00.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: have</span>"	We are having a design review at 14:00	We are having a design review at 14:00	Planned arrangements are commonly in present continuous.	present continuous (arrangement)	- We are launching at 9 a.m.<br>- I am meeting her tomorrow.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system future_forms typed_contrast
grammar_rule::b2_tense_system::narrative_tenses	English Mastery::B2 Grammar Control	b2_tense_system	narrative tenses	rule	self_grade	"<span class=""front-instruction"">Rule anchor</span><br>narrative tenses"	past continuous + past simple		Past continuous is background; past simple is interruption.		- I was typing when the alarm sounded.<br>- They were walking when it started.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system narrative_tenses rule
grammar::b2_tense_system::narrative_tenses::013::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	narrative tenses	typed_contrast	type_compare	"<span class=""front-instruction"">Type the correct/natural English form</span><br>I _____ the report when the lights failed.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: edit</span>"	I was editing the report when the lights failed	I was editing the report when the lights failed	Past continuous is background; past simple is interruption.	past continuous + past simple	- I was typing when the alarm sounded.<br>- They were walking when it started.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system narrative_tenses typed_contrast
grammar::b2_tense_system::narrative_tenses::014::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	narrative tenses	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct/natural English form</span><br>She _____ the alarm before the door opened.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: notice</span>"	She noticed the alarm before the door opened	She noticed the alarm before the door opened	A single chronological chain can stay in simple past.	simple past sequencing	- She noticed the alarm before the room emptied.<br>- He arrived before the call ended.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system narrative_tenses typed_contrast
grammar::b2_tense_system::narrative_tenses::015::typed_contrast	English Mastery::B2 Grammar Control	b2_tense_system	narrative tenses	typed_contrast	type_compare	"<span class=""front-instruction"">Type the correct/natural English form</span><br>They _____ all blockers before we started testing.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: clear</span>"	They had cleared all blockers before we started testing	They had cleared all blockers before we started testing	Past perfect marks earlier past action.	past perfect	- They had fixed issues before deployment.<br>- We started testing afterward.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_tense_system narrative_tenses typed_contrast
grammar_rule::b2_sentence_control::conditionals	English Mastery::B2 Grammar Control	b2_sentence_control	conditionals	rule	self_grade	"<span class=""front-instruction"">Rule anchor</span><br>conditionals"	if + present, will + V1		Real future condition takes present tense in if-clause.		- If it rains, we will stay in.<br>- If traffic is bad, we will leave earlier.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_sentence_control conditionals rule
grammar::b2_sentence_control::conditionals::016::typed_contrast	English Mastery::B2 Grammar Control	b2_sentence_control	conditionals	typed_contrast	type_compare	"<span class=""front-instruction"">Type the correct/natural English form</span><br>If it _____ this weekend, we will cancel the trip.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: rain</span>"	If it rains this weekend, we will cancel the trip	If it rains this weekend, we will cancel the trip	Real future condition takes present tense in if-clause.	if + present, will + V1	- If it rains, we will stay in.<br>- If traffic is bad, we will leave earlier.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_sentence_control conditionals typed_contrast
grammar::b2_sentence_control::conditionals::017::typed_contrast	English Mastery::B2 Grammar Control	b2_sentence_control	conditionals	typed_contrast	type_compare	"<span class=""front-instruction"">Type the correct/natural English form</span><br>If I _____ more time, I would improve the draft."	If I had more time, I would improve the draft	If I had more time, I would improve the draft	Second conditional for unreal present.	if + V2, would + V1	- If I had more data, I would be more precise.<br>- If she had a better phone, she would call.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_sentence_control conditionals typed_contrast
grammar::b2_sentence_control::conditionals::018::typed_contrast	English Mastery::B2 Grammar Control	b2_sentence_control	conditionals	typed_contrast	type_compare	"<span class=""front-instruction"">Type the correct/natural English form</span><br>If they _____ on time, they would have finished earlier.<br><br><span class=""front-cue""><span class=""front-label"">Target cue</span>: start</span>"	If they had started on time, they would have finished earlier	If they had started on time, they would have finished earlier	Third conditional reports impossible past outcome.	if + had + V3, would have + V3	- If we had trained, we would have finished.<br>- If you had checked, you would have fixed it.					Good = chose correctly and explained why. Hard = chose correctly but weak explanation. Again = chose wrong.	english_mastery b2_sentence_control conditionals typed_contrast
