selection_version	level	topic	target	spa_id	spa_text	eng_id	eng_text	audio_id	audio_contributor	audio_license	license
7	a1_2_core_sentences	sentence mining	pero	543570	Pero los seres humanos son diferentes.	53611	But human beings are different.	831079	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	pero	346422	¿Pero cómo pueden ellos hacer esto?	53513	But how can they do this?	707267	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	pero	329732	Pero sé cocinar bien.	39283	But I am able to cook well.	931349	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	pero	343840	Pero yo entiendo lo que él dice.	328761	But I understand what he says.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a1_2_core_sentences	sentence mining	pero	560285	Pero, en general, las cosas han ido bien.	53609	But all in all, things have gone well.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	ayer	503282	Ayer fui allí.	257721	I went there yesterday.	462127	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	ayer	608644	Ayer vine aquí.	506451	I came here yesterday.	453150	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	ayer	509612	Ayer hacía calor.	244519	It was hot yesterday.	449864	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	ayer	625554	Ayer estaba yo feliz.	257773	I was happy yesterday.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	ayer	359489	Ayer jugué al fútbol.	252254	I played soccer yesterday.	526771	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	ayer	329864	Ayer jugamos al béisbol.	247942	We played baseball yesterday.	526893	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	ayer	634725	Ayer no hablamos.	633925	We didn't talk yesterday.	505486	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	ayer	661663	Ayer me encontré con Ken.	244377	I met Ken yesterday.	731309	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	ayer	9921	Ayer compré un libro.	244674	I bought a book yesterday.	2384			Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	ayer	338679	Ayer jugué con Tony.	257732	I played with Tony yesterday.	706618	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	ayer	506989	Ayer estuve muy ocupado.	244490	I was very busy yesterday.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	anoche	1401022	Anoche hizo calor.	244845	It was hot last night.	462143	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	anoche	854703	Anoche bebí cerveza.	244761	I drank beer last night.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	anoche	456292	Anoche llegué tarde.	456291	Last night I arrived late.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	anoche	574011	Anoche me robaron el coche.	244735	My car was stolen last night.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	anoche	1120204	Anoche comimos arroz con curry.	788259	We ate curry rice last night.	641976	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	anoche	345662	Anoche hubo una helada terrible.	324579	There was heavy frost last night.	707183	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	anoche	1172241	Anoche dormí bien.	30155	I had a good sleep last night.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	anoche	623950	Anoche llovió mucho.	244759	We had a heavy rain last night.	505474	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	anoche	1143877	Anoche no dormí bien.	257846	I did not sleep well last night.	525307	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	anoche	1170565	Anoche había luna llena.	713173	Last night there was a full moon.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	anoche	977283	Anoche escuché varios CDs.	257821	I listened to some CDs last night.	706206	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fui	1343160	Fui amado.	1522413	I was loved.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fui	1279995	Fui capturado.	261665	I was captured.	440769	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fui	566609	Fui a casa.	256490	I went home.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fui	886826	Fui a pescar.	278435	I went fishing.	440746	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fui	803574	Fui a Nagasaki.	252304	I went to Nagasaki.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fui	947097	Fui al zoológico.	259713	I went to the zoo.	444203	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fui	1020875	Fui al supermercado.	1165461	I went to the supermarket.	50927	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fui	654926	Fui a la tienda.	654924	I went to the shop.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fui	1292008	Fui a la estación.	256270	I went to the station.	68876	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fui	739408	Fui engañado por él.	72042	I was deceived by him.	937526	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fui	1334275	Fui andando a la escuela.	320498	I walked to school.	70298	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fue	462539	Fue una fiesta estupenda, ¿no?	462538	That was some party, eh?				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fue	456158	Fue amor a primera vista.	456157	It was love at first sight.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fue	336837	Fue a algún lugar.	292009	He went to some place or other.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fue	483242	Fue un día ideal para caminar.	245142	It was an ideal day for walking.	788447	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fue	543196	Fue un placer volver a verte.	71080	It was very nice seeing you again.	568181	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fue	568210	Fue obligado a firmar el contrato.	30208	He was compelled to sign the contract.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fue	398233	Fue Janet quien ganó el primer lugar.	73090	It was Janet that won first prize.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fue	331277	Fue un placer conocerlo, señor Tamori.	71167	It was a pleasure meeting you, Mr Tamori.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fue	330677	Fue tonto de mi parte creer aquello.	41799	It was stupid of me to believe that!				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fue	330646	Fue un descuido dejarte la llave del coche puesta.	265464	It was careless of you to leave the key in the car.	534255	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	fue	331714	Fue por culpa del accidente que llegué atrasado a la escuela.	246665	It was because of the accident that I was late for school.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tuve	354941	Tuve suerte.	256144	I was lucky.	438232	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tuve	1721205	Tuve suficiente.	433859	I've had enough.	441878	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tuve	1829217	Tuve que ir.	1113317	I had to go.	438542	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tuve	1396114	Tuve una idea.	454398	I had an idea.	71365	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tuve	1305082	Tuve que renunciar.	1305337	I had to resign.	441532	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tuve	543542	Tuve una pesadilla.	28526	I had a nightmare.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tuve	1535425	Tuve la confirmación.	1440815	I had the confirmation.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tuve	2154820	Tuve una mañana ocupada.	2046701	I had a busy morning.	454165	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tuve	493006	Tuve un sueño terrible.	373777	I had a terrible dream.	37728	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tuve	1127786	Tuve una brillante idea.	1176638	I had a brilliant idea.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tuve	1466851	Tuve un sueño extraño.	261481	I dreamed a strange dream.	519520	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	hice	1628229	Hice algo malo.	1627277	I did something wrong.	453882	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	hice	354967	Hice una reverencia cortés.	653440	I bowed politely.	442374	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	hice	618629	Hice feliz a John.	253937	I made John happy.	707549	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	hice	854357	Hice lo que pude.	660429	I did what I could.	450009	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	hice	1854781	Hice esto por ti.	939654	I did this for you.	449103	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	hice	504500	Hice un avión de papel.	263359	I made a paper plane.	38338	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	hice	1298242	Hice esta comida yo mismo.	56505	I made this food myself.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	hice	1582015	Hice muchos amigos.	324424	I've made lots of friends.	516600	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	hice	1903212	Hice lo que me dijeron.	1901799	I did what I was told.	87294	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	hice	359500	Hice una carrera con él.	260203	I ran a race with him.	453099	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	hice	1441637	Hice que arreglara mi reloj.	1300112	I had him fix my watch.	72259	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	dije	2182870	¿Dije algo gracioso?	2064695	Did I say something funny?	524566	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	dije	1364957	Dije que podía ir.	1257028	I said he could go.	450413	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	dije	343904	Dije que era posible que lloviera.	26883	I said it might rain.	453067	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	dije	502317	Dije que la haría feliz.	328726	I said I would make her happy.	38187	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	dije	1448257	Dije eso para complacer a mi madre.	261696	I said that to please my mother.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	dije	1841145	Dije que volvería a llamar más tarde.	255646	I said I would ring again later.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	dije	615605	Dije que podía, no que lo fuera a hacer.	615306	I said that I could, not that I would.	688926	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	dije	1592481	Dije que no fui de compras con ella.	261099	I said that I didn't go shopping with her.	705426	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	dije	775188	Detente, dije.	30201	Stop, I said.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	dije	745629	Yo dije eso.	433643	I said that.	438279	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	dije	1446875	¿Yo dije eso?	1446877	Did I say that?	440613	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	vi	950771	Vi un avión.	317979	I saw a plane.	440221	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	vi	639471	Vi una pelea.	443637	I saw a fight.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	vi	728368	Vi la imagen.	254454	I looked at the picture.	458580	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	vi	572104	Vi la tele anoche.	257843	I watched TV last night.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	vi	723111	Vi a James hace poco.	719455	I have recently seen James.	731343	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	vi	1271793	Vi una luz lejana.	25820	I saw a light far away.	458610	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	vi	1045292	Vi a Tom jugar al tenis.	255277	I saw Tom play tennis.	57955	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	vi	857674	Vi al abuelo la semana pasada.	259062	I saw grandfather last week.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	vi	871350	Vi a la profesora Gómez ayer.	871348	I saw Professor Gómez yesterday.	788551	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	vi	1291464	Vi a Tom en las escaleras.	1027528	I saw Tom on the stairs.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	vi	858664	Vi a John en la biblioteca.	405845	I saw John at the library.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	era	673024	¿Era interesante?	619624	Was it interesting?	42532	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	era	611345	Era de noche.	323962	It was night.	438047	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	era	568170	Era una pesadilla.	42588	It was a nightmare.	39834	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	era	540307	Era realmente interesante.	322204	It was really interesting.	505441	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	era	2494	Era un conejo malo.	1289	That was an evil bunny.	706491	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	era	629259	Era una sonrisa forzada.	629258	It was a forced smile.	636487	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	era	445675	Era un sábado por la noche.	279513	It was Saturday night.	34476	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	era	514874	Era demasiado difícil para mí.	42106	It was too difficult for me.	551530	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	era	615955	Era una noche muy, muy calurosa.	41137	It was a very, very hot night.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	era	625816	Era una noche oscura y tormentosa.	625185	It was a dark and stormy night.	355003	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	era	538661	Era una fiesta para celebrar su cumpleaños.	42150	It was a party to celebrate her birthday.	691404	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	estaba	537856	Estaba cansado.	261394	I was tired.	39190	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	estaba	473444	Estaba equivocado.	472431	I was wrong.	35729	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	estaba	510176	Estaba empezando a nevar.	272546	It was beginning to snow.	524802	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	estaba	329946	Estaba acostumbrado al calor.	258589	I was used to the heat.	461031	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	estaba	456164	Estaba nevando cuando me desperté.	456163	It was snowing when I woke up.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	estaba	346549	¿Estaba el bebé llorando en aquel momento?	50181	Was the baby crying then?	527522	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	estaba	475872	Estaba convencido de que él era culpable.	260157	I was convinced that he was guilty.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	estaba	539230	Estaba pensando en un nuevo trabajo.	40127	I was just thinking of a new job.	1189037	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	estaba	456162	Estaba lloviendo cuando tomé el autobús.	456161	It was raining when I took the bus.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	estaba	509641	Estaba tranquilo hasta que vi la jeringuilla.	259462	I was calm until I saw the syringe!	730074	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	estaba	522956	Estaba medio dormido cuando me fui a casa.	24239	I was half asleep when I went home.	687236	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tenía	473458	Tenía hambre.	18154	I felt hungry.	35735	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tenía	860159	Tenía ambición.	2230209	He was ambitious.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tenía	881955	Tenía un ojo vago.	712823	She had a lazy eye.	930526	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tenía	473471	Tenía hambre y sed.	475748	I was hungry and thirsty.	35741	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tenía	346339	Tenía que estudiar inglés.	710101	I had to study English.	28580	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tenía	1022940	Tenía el pelo castaño oscuro.	289824	He had dark brown hair.	50996	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tenía	635773	Tenía intención de buscarlo.	634967	I meant to look it up.	41811	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tenía	941338	Tenía dieciocho años en aquel entonces.	50186	I was eighteen then.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tenía	354983	Tenía el pelo canoso.	482379	He had grey hair.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tenía	503319	Tenía la esperanza de terminarlo ayer.	257727	I hoped to have finished it yesterday.	730027	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	tenía	329771	Tenía un compromiso previo a las diez.	73431	I had a previous engagement at ten.	526879	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	cuando	2567	Cuando me desperté estaba triste.	1361	When I woke up, I was sad.	1354	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	cuando	536856	Cuando muerdo este diente me duele.	21189	When I bite down, this tooth hurts.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	cuando	475739	Cuando estoy contigo me siento feliz.	708207	I feel happy when I'm with you.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	cuando	493819	Cuando amas lo que haces, se nota.	493818	When you love what you do, it shows.				Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	cuando	521920	Cuando llegué a casa tenía mucha hambre.	24210	When I got home, I was very hungry.	609601	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	cuando	460871	Cuando ella era joven, era muy popular.	460361	When she was young, she was very popular.	35373	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	cuando	491085	Cuando ella era pequeña cantaba bien.	245851	She could sing well when she was a child.	37581	marcelostockle	CC BY-NC 4.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	cuando	397879	Cuando estudio, escucho música con auriculares.	320399	When I study, I listen to music with earphones.	788306	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
7	a2_1_daily_past	sentence mining	cuando	576580	Cuando era pequeña, sólo me ponía pantalones.	575309	When I was little, I would only wear pants.	823632	arh	CC BY-NC-ND 3.0	Tatoeba sentence text, CC BY 2.0 FR unless marked otherwise by contributor export.
