#separator:tab
#html:true
SourceID	DeckPath	Level	Topic	CardType	PromptMode	Front	Answer	TypeAnswer	Back	Formula	Examples	Audio	AudioURL	AudioContributor	AudioLicense	AudioID	Source	Attribution	Tags
tatoeba::a0_survival::436386::436385::soy	Spanish Core Learning::A0 Survival	a0_survival	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: I am Lin.</span><br>_____ Lin."	soy	soy	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- Soy Lin.<br>- I am Lin.						Tatoeba spa:436386 eng:436385	Source: Tatoeba.org sentence IDs 436386/436385.	spanish_core a0_survival sentence_mining typed_cloze
tatoeba_audio::a0_survival::436276::436275::soy	Spanish Core Learning::A0 Survival	a0_survival	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_436276.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ alto."	soy	soy	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- Soy alto.<br>- I am tall.	[sound:tatoeba_spa_436276.mp3]	https://audio.tatoeba.org/sentences/spa/436276.mp3	arh	CC BY-NC-ND 3.0	34187	Tatoeba spa:436276 eng:436275	Source: Tatoeba.org sentence IDs 436276/436275.	spanish_core a0_survival listening_sentence_mining audio_cloze
tatoeba_audio::a0_survival::454613::261477::soy	Spanish Core Learning::A0 Survival	a0_survival	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_454613.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ pobre."	soy	soy	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- Soy pobre.<br>- I'm poor.	[sound:tatoeba_spa_454613.mp3]	https://audio.tatoeba.org/sentences/spa/454613.mp3	marcelostockle	CC BY-NC 4.0	35058	Tatoeba spa:454613 eng:261477	Source: Tatoeba.org sentence IDs 454613/261477.	spanish_core a0_survival listening_sentence_mining audio_cloze
tatoeba_audio::a0_survival::533373::370754::eres	Spanish Core Learning::A0 Survival	a0_survival	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_533373.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ rico."	eres	eres	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- Eres rico.<br>- You are rich.	[sound:tatoeba_spa_533373.mp3]	https://audio.tatoeba.org/sentences/spa/533373.mp3	arh	CC BY-NC-ND 3.0	435950	Tatoeba spa:533373 eng:370754	Source: Tatoeba.org sentence IDs 533373/370754.	spanish_core a0_survival listening_sentence_mining audio_cloze
tatoeba_audio::a0_survival::530655::429820::eres	Spanish Core Learning::A0 Survival	a0_survival	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_530655.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ nuevo?"	eres	eres	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- ¿Eres nuevo?<br>- Are you new?	[sound:tatoeba_spa_530655.mp3]	https://audio.tatoeba.org/sentences/spa/530655.mp3	arh	CC BY-NC-ND 3.0	39015	Tatoeba spa:530655 eng:429820	Source: Tatoeba.org sentence IDs 530655/429820.	spanish_core a0_survival listening_sentence_mining audio_cloze
tatoeba_audio::a0_survival::857920::737641::eres	Spanish Core Learning::A0 Survival	a0_survival	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_857920.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ John?"	eres	eres	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- ¿Eres John?<br>- Are you John?	[sound:tatoeba_spa_857920.mp3]	https://audio.tatoeba.org/sentences/spa/857920.mp3	arh	CC BY-NC-ND 3.0	707635	Tatoeba spa:857920 eng:737641	Source: Tatoeba.org sentence IDs 857920/737641.	spanish_core a0_survival listening_sentence_mining audio_cloze
tatoeba_audio::a0_survival::831160::20100::eres	Spanish Core Learning::A0 Survival	a0_survival	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_831160.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ humano."	eres	eres	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- Eres humano.<br>- You are human.	[sound:tatoeba_spa_831160.mp3]	https://audio.tatoeba.org/sentences/spa/831160.mp3	arh	CC BY-NC-ND 3.0	1187338	Tatoeba spa:831160 eng:20100	Source: Tatoeba.org sentence IDs 831160/20100.	spanish_core a0_survival listening_sentence_mining audio_cloze
tatoeba_audio::a0_survival::849798::16164::eres	Spanish Core Learning::A0 Survival	a0_survival	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_849798.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ feliz?"	eres	eres	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- ¿Eres feliz?<br>- Are you happy?	[sound:tatoeba_spa_849798.mp3]	https://audio.tatoeba.org/sentences/spa/849798.mp3	arh	CC BY-NC-ND 3.0	45956	Tatoeba spa:849798 eng:16164	Source: Tatoeba.org sentence IDs 849798/16164.	spanish_core a0_survival listening_sentence_mining audio_cloze
tatoeba::a0_survival::434231::434230::son	Spanish Core Learning::A0 Survival	a0_survival	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Are they new?</span><br>¿_____ nuevos?"	son	son	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- ¿Son nuevos?<br>- Are they new?						Tatoeba spa:434231 eng:434230	Source: Tatoeba.org sentence IDs 434231/434230.	spanish_core a0_survival sentence_mining typed_cloze
tatoeba_audio::a0_survival::522799::305348::son	Spanish Core Learning::A0 Survival	a0_survival	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_522799.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ cantantes."	son	son	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- Son cantantes.<br>- They are singers.	[sound:tatoeba_spa_522799.mp3]	https://audio.tatoeba.org/sentences/spa/522799.mp3	arh	CC BY-NC-ND 3.0	38858	Tatoeba spa:522799 eng:305348	Source: Tatoeba.org sentence IDs 522799/305348.	spanish_core a0_survival listening_sentence_mining audio_cloze
tatoeba_audio::a0_survival::385068::305484::son	Spanish Core Learning::A0 Survival	a0_survival	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_385068.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ americanos?"	son	son	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- ¿Son americanos?<br>- Are they American?	[sound:tatoeba_spa_385068.mp3]	https://audio.tatoeba.org/sentences/spa/385068.mp3	arh	CC BY-NC-ND 3.0	444107	Tatoeba spa:385068 eng:305484	Source: Tatoeba.org sentence IDs 385068/305484.	spanish_core a0_survival listening_sentence_mining audio_cloze
tatoeba_audio::a0_survival::330105::307284::son	Spanish Core Learning::A0 Survival	a0_survival	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_330105.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ ellos japoneses?"	son	son	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- ¿Son ellos japoneses?<br>- Are they Japanese?	[sound:tatoeba_spa_330105.mp3]	https://audio.tatoeba.org/sentences/spa/330105.mp3	arh	CC BY-NC-ND 3.0	444075	Tatoeba spa:330105 eng:307284	Source: Tatoeba.org sentence IDs 330105/307284.	spanish_core a0_survival listening_sentence_mining audio_cloze
tatoeba_audio::a0_survival::2754::1563::son	Spanish Core Learning::A0 Survival	a0_survival	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_2754.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ todos iguales?"	son	son	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use ser for identity, origin, profession, and stable classification.<br><br>Pattern<br>subject + ser form + identity/category	- ¿Son todos iguales?<br>- Are they all the same?	[sound:tatoeba_spa_2754.mp3]	https://audio.tatoeba.org/sentences/spa/2754.mp3	arh	CC BY-NC-ND 3.0	453024	Tatoeba spa:2754 eng:1563	Source: Tatoeba.org sentence IDs 2754/1563.	spanish_core a0_survival listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::436434::436433::estoy	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_436434.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ seguro."	estoy	estoy	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estoy seguro.<br>- I am sure.	[sound:tatoeba_spa_436434.mp3]	https://audio.tatoeba.org/sentences/spa/436434.mp3	arh	CC BY-NC-ND 3.0	34198	Tatoeba spa:436434 eng:436433	Source: Tatoeba.org sentence IDs 436434/436433.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba::a1_1_foundations::455834::455833::estoy	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: I&#x27;m lost.</span><br>_____ perdido."	estoy	estoy	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estoy perdido.<br>- I'm lost.						Tatoeba spa:455834 eng:455833	Source: Tatoeba.org sentence IDs 455834/455833.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::436428::436427::estoy	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: I am sick.</span><br>_____ enfermo."	estoy	estoy	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estoy enfermo.<br>- I am sick.						Tatoeba spa:436428 eng:436427	Source: Tatoeba.org sentence IDs 436428/436427.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::436444::1705::estoy	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: I&#x27;m tired.</span><br>_____ cansado."	estoy	estoy	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estoy cansado.<br>- I'm tired.						Tatoeba spa:436444 eng:1705	Source: Tatoeba.org sentence IDs 436444/1705.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba_audio::a1_1_foundations::378279::436281::estoy	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_378279.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ de acuerdo."	estoy	estoy	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estoy de acuerdo.<br>- I agree.	[sound:tatoeba_spa_378279.mp3]	https://audio.tatoeba.org/sentences/spa/378279.mp3	arh	CC BY-NC-ND 3.0	437707	Tatoeba spa:378279 eng:436281	Source: Tatoeba.org sentence IDs 378279/436281.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba::a1_1_foundations::455828::431539::estoy	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: I&#x27;m bored.</span><br>_____ aburrido."	estoy	estoy	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estoy aburrido.<br>- I'm bored.						Tatoeba spa:455828 eng:431539	Source: Tatoeba.org sentence IDs 455828/431539.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba_audio::a1_1_foundations::436372::436371::estoy	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_436372.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ contento."	estoy	estoy	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estoy contento.<br>- I am happy.	[sound:tatoeba_spa_436372.mp3]	https://audio.tatoeba.org/sentences/spa/436372.mp3	arh	CC BY-NC-ND 3.0	34192	Tatoeba spa:436372 eng:436371	Source: Tatoeba.org sentence IDs 436372/436371.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::580839::29868::estás	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_580839.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ bien?"	estás	estás	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- ¿Estás bien?<br>- You all right?	[sound:tatoeba_spa_580839.mp3]	https://audio.tatoeba.org/sentences/spa/580839.mp3	arh	CC BY-NC-ND 3.0	435988	Tatoeba spa:580839 eng:29868	Source: Tatoeba.org sentence IDs 580839/29868.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba::a1_1_foundations::584367::399354::estás	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Are you alone?</span><br>¿_____ solo?"	estás	estás	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- ¿Estás solo?<br>- Are you alone?						Tatoeba spa:584367 eng:399354	Source: Tatoeba.org sentence IDs 584367/399354.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba_audio::a1_1_foundations::2532::1326::estás	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_2532.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ seguro?"	estás	estás	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- ¿Estás seguro?<br>- Are you sure?	[sound:tatoeba_spa_2532.mp3]	https://audio.tatoeba.org/sentences/spa/2532.mp3	marcelostockle	CC BY-NC 4.0	1331	Tatoeba spa:2532 eng:1326	Source: Tatoeba.org sentence IDs 2532/1326.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba::a1_1_foundations::584053::376424::estás	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Are you ready?</span><br>¿_____ listo?"	estás	estás	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- ¿Estás listo?<br>- Are you ready?						Tatoeba spa:584053 eng:376424	Source: Tatoeba.org sentence IDs 584053/376424.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::434253::434252::estás	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: Are you sick?</span><br>¿_____ enferma?"	estás	estás	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- ¿Estás enferma?<br>- Are you sick?						Tatoeba spa:434253 eng:434252	Source: Tatoeba.org sentence IDs 434253/434252.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::56698::64877::estás	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: You&#x27;re fired.</span><br>_____ despedido."	estás	estás	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estás despedido.<br>- You're fired.						Tatoeba spa:56698 eng:64877	Source: Tatoeba.org sentence IDs 56698/64877.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba_audio::a1_1_foundations::449318::317830::estás	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_449318.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ cansado?"	estás	estás	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- ¿Estás cansado?<br>- Are you tired?	[sound:tatoeba_spa_449318.mp3]	https://audio.tatoeba.org/sentences/spa/449318.mp3	arh	CC BY-NC-ND 3.0	437896	Tatoeba spa:449318 eng:317830	Source: Tatoeba.org sentence IDs 449318/317830.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::330091::272536::está	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_330091.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ nevando."	está	está	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Está nevando.<br>- Snow is falling.	[sound:tatoeba_spa_330091.mp3]	https://audio.tatoeba.org/sentences/spa/330091.mp3	arh	CC BY-NC-ND 3.0	438040	Tatoeba spa:330091 eng:272536	Source: Tatoeba.org sentence IDs 330091/272536.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::340525::277786::está	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_340525.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ preparado el desayuno?"	está	está	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- ¿Está preparado el desayuno?<br>- Is breakfast ready?	[sound:tatoeba_spa_340525.mp3]	https://audio.tatoeba.org/sentences/spa/340525.mp3	arh	CC BY-NC-ND 3.0	449810	Tatoeba spa:340525 eng:277786	Source: Tatoeba.org sentence IDs 340525/277786.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::2826::1651::está	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_2826.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ lejos de aquí?"	está	está	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- ¿Está lejos de aquí?<br>- Is it far from here?	[sound:tatoeba_spa_2826.mp3]	https://audio.tatoeba.org/sentences/spa/2826.mp3	marcelostockle	CC BY-NC 4.0	1499	Tatoeba spa:2826 eng:1651	Source: Tatoeba.org sentence IDs 2826/1651.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::3087::2378::está	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_3087.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ usted en su casa."	está	está	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Está usted en su casa.<br>- Make yourself at home.	[sound:tatoeba_spa_3087.mp3]	https://audio.tatoeba.org/sentences/spa/3087.mp3	marcelostockle	CC BY-NC 4.0	1632	Tatoeba spa:3087 eng:2378	Source: Tatoeba.org sentence IDs 3087/2378.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::340019::283556::está	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_340019.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ claro que él es rico."	está	está	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Está claro que él es rico.<br>- It is clear that he is rich.	[sound:tatoeba_spa_340019.mp3]	https://audio.tatoeba.org/sentences/spa/340019.mp3	arh	CC BY-NC-ND 3.0	706838	Tatoeba spa:340019 eng:283556	Source: Tatoeba.org sentence IDs 340019/283556.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::329778::52896::está	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_329778.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>¿_____ el Sr. Jones en la oficina?"	está	está	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- ¿Está el Sr. Jones en la oficina?<br>- Is Mr Jones in the office?	[sound:tatoeba_spa_329778.mp3]	https://audio.tatoeba.org/sentences/spa/329778.mp3	arh	CC BY-NC-ND 3.0	706499	Tatoeba spa:329778 eng:52896	Source: Tatoeba.org sentence IDs 329778/52896.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::338531::470162::está	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_338531.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>Él _____ borracho."	está	está	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Él está borracho.<br>- He is drunk.	[sound:tatoeba_spa_338531.mp3]	https://audio.tatoeba.org/sentences/spa/338531.mp3	arh	CC BY-NC-ND 3.0	706607	Tatoeba spa:338531 eng:470162	Source: Tatoeba.org sentence IDs 338531/470162.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::628241::628230::estamos	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_628241.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ de acuerdo."	estamos	estamos	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estamos de acuerdo.<br>- We agree.	[sound:tatoeba_spa_628241.mp3]	https://audio.tatoeba.org/sentences/spa/628241.mp3	arh	CC BY-NC-ND 3.0	437715	Tatoeba spa:628241 eng:628230	Source: Tatoeba.org sentence IDs 628241/628230.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba_audio::a1_1_foundations::570881::528870::estamos	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	listening sentence mining	audio_cloze	type_exact	"[sound:tatoeba_spa_570881.mp3]<br><br><span class=""front-instruction"">Listen first, then complete the chunk</span><br>_____ casados."	estamos	estamos	Listen first, type the missing chunk, then replay and shadow the full sentence once.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estamos casados.<br>- We're married.	[sound:tatoeba_spa_570881.mp3]	https://audio.tatoeba.org/sentences/spa/570881.mp3	arh	CC BY-NC-ND 3.0	435973	Tatoeba spa:570881 eng:528870	Source: Tatoeba.org sentence IDs 570881/528870.	spanish_core a1_1_foundations listening_sentence_mining audio_cloze
tatoeba::a1_1_foundations::338515::248579::estamos	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: We are crying.</span><br>_____ llorando."	estamos	estamos	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estamos llorando.<br>- We are crying.						Tatoeba spa:338515 eng:248579	Source: Tatoeba.org sentence IDs 338515/248579.	spanish_core a1_1_foundations sentence_mining typed_cloze
tatoeba::a1_1_foundations::701773::438940::estamos	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	sentence mining	typed_cloze	type_exact	"<span class=""front-instruction"">Complete the Spanish from meaning and context</span><br><span class=""front-cue"">Meaning: We are happy.</span><br>_____ contentos."	estamos	estamos	Type the missing Spanish word/chunk from the real sentence.	Decision rule<br>Use estar for location, temporary state, and progressive tense.<br><br>Pattern<br>subject + estar form + location/state	- Estamos contentos.<br>- We are happy.						Tatoeba spa:701773 eng:438940	Source: Tatoeba.org sentence IDs 701773/438940.	spanish_core a1_1_foundations sentence_mining typed_cloze
