SourceID	Level	Phrase	Front	Meaning	Examples	Tags
en_phrase_234_out_of_focus	4	out of focus	The security cam was out of focus, so we reviewed another angle.	Not clear or sharply directed, physically or metaphorically.	The first pass through the video was out of focus and hard to read. | Their argument became out of focus because no one was listening. | The photo was beautiful but part of it went out of focus during edits.	level_4;natural;phrase
en_phrase_235_out_of_date	4	out of date	That map is out of date after the new one-way rules.	No longer current or up to date.	The emergency phone list was out of date and nearly cost us five minutes. | We replaced outdated guides that were out of date by last month. | The chart was out of date, so the analyst rebuilt it before sharing.	level_4;natural;phrase
en_phrase_236_out_of_commission	4	out of commission	The elevator stayed out of commission for three days after the storm.	Not usable for a time because of damage or failure.	The copy machine was out of commission during enrollment week. | The lab scanner went out of commission right before the clinic opened. | Our old server stayed out of commission until the replacement arrived.	level_4;natural;phrase
en_phrase_237_over_the_years	4	over the years	Over the years, she documented every customer complaint and pattern.	Across a long period, often with gradual changes.	Over the years, the team moved from spreadsheets to an internal dashboard. | The neighborhood bakery changed from family-run to a franchise over the years. | His fluency improved over the years through weekly conversations.	level_4;natural;phrase
en_phrase_238_over_the_counter	4	over the counter	The cream can be bought over the counter in most pharmacies.	Available directly from a store counter in person.	The medication is now sold over the counter instead of requiring a prescription. | Customers asked for extra help over the counter before entering card details. | We tested the fragrance in-store with a consultant over the counter.	level_4;natural;phrase
en_phrase_239_over_the_fence	4	over the fence	The kids shouted hello over the fence when they finished class.	Across a boundary to another side, often socially or physically.	The idea traveled over the fence from one team to another by mistake. | He passed the garden tools over the fence instead of walking around. | The club started partnering with the school after talking over the fence at one event.	level_4;natural;phrase
en_phrase_240_over_the_moon	4	over the moon	She was over the moon after hearing she received the scholarship.	Extremely happy and delighted.	The class was over the moon when the field trip was approved. | He looked over the moon after fixing the long-standing bug. | She was over the moon when the first draft was accepted.	level_4;natural;phrase
en_phrase_241_at_your_earliest_convenience	5	at your earliest convenience	Please review the draft contract and send your comments at your earliest convenience.	Used in polite requests for a quick response, without sounding pushy.	The lawyer needs your feedback at your earliest convenience before we file the version. | Please send the signed copy at your earliest convenience so payroll can process it. | If possible, can you approve the vendor list at your earliest convenience?	level_5;natural;phrase
en_phrase_242_in_the_pipeline	5	in the pipeline	The new onboarding module is in the pipeline for next quarter.	Something that is planned and actively being prepared for release.	The data-cleaning feature is in the pipeline after the security audit finishes. | The second language pack is in the pipeline and will launch after onboarding. | A full mobile refresh has been in the pipeline since last December.	level_5;natural;phrase
en_phrase_243_in_the_near_future	5	in the near future	We expect a new reporting standard in the near future.	Something likely to happen soon, not immediately.	The team will revisit pricing in the near future. | We may add multilingual support in the near future once feedback stabilizes. | The committee said there is no immediate change, but in the near future we could reduce meetings.	level_5;natural;phrase
en_phrase_244_in_the_broader_sense	5	in the broader sense	The policy is unfair in the broader sense, even if it is legal.	Considering a wider general meaning rather than a narrow detail.	In the broader sense, the change is about trust, not just wording. | The training had value in the broader sense by improving confidence across teams. | Measured in the broader sense, service quality includes response time and empathy.	level_5;natural;phrase
en_phrase_245_on_the_same_footing	5	on the same footing	Both teams are on the same footing in budget negotiations.	Having equal standing or equal rights in a discussion.	The supplier and the client are on the same footing after the revised contract terms. | HR and engineering were finally on the same footing about the remote work policy. | The process is now on the same footing through transparent reporting.	level_5;natural;phrase
en_phrase_246_under_direct_supervision	5	under direct supervision	The trainee works under direct supervision during live operations.	Closely overseen by a responsible person or manager.	She completed the first live release under direct supervision. | The lab team stays under direct supervision near high-voltage equipment. | The intern edits posts under direct supervision before publishing.	level_5;natural;phrase
en_phrase_247_under_a_tight_deadline	5	under a tight deadline	The release ran under a tight deadline after the outage.	Needing to complete something with very limited time.	The compliance team filed reports under a tight deadline with only two days left. | Marketing approved the campaign under a tight deadline before the event. | The engineer shipped a minimal patch under a tight deadline.	level_5;natural;phrase
en_phrase_248_under_contract	5	under contract	Our lead designer is under contract until year-end.	Working under a formal agreement with defined obligations.	The specialist is under contract with the agency, not freelance. | The building is under contract for maintenance service through the winter. | She stayed under contract until the transition phase ended.	level_5;natural;phrase
en_phrase_249_under_scrutiny	5	under scrutiny	The merger proposal is under scrutiny by regulators.	Being closely examined or questioned.	The finance team was under scrutiny after a spike in reimbursements. | Every ad claim is under scrutiny during the annual audit. | The security design is under scrutiny since users reported suspicious access.	level_5;natural;phrase
en_phrase_250_in_the_spotlight	5	in the spotlight	The brand landed in the spotlight after the product leak.	Receiving intense public attention.	The startup entered the spotlight when the issue affected thousands of users. | The founder stayed in the spotlight during the conference Q&A. | Our support line was suddenly in the spotlight after a regional outage.	level_5;natural;phrase
en_phrase_251_off_the_hook	5	off the hook	After paying the deposit, the event organizer was off the hook.	No longer responsible for blame or obligation.	The technician was off the hook once logs showed the server outage was external. | The team is off the hook for prior quarter penalties after reconciliation. | After the contract amendment, our sponsor is off the hook for late shipping fees.	level_5;natural;phrase
en_phrase_252_off_the_radar	5	off the radar	The old integration slipped off the radar during release planning.	Not currently noticed or tracked.	The accessibility request went off the radar for two weeks. | That migration risk was off the radar until the partner raised it in standup. | We can't keep pricing concerns off the radar after customer complaints.	level_5;natural;phrase
en_phrase_253_over_the_course_of	5	over the course of	The team improved uptime over the course of six months.	Across a period of time, from beginning to end.	Over the course of the year, user errors dropped by half. | They tracked complaints over the course of three interviews. | Revenue recovered over the course of the rollout period.	level_5;natural;phrase
en_phrase_254_out_of_the_box	5	out of the box	The startup built a loyalty program out of the box with no template.	Using novel or unconventional methods.	The designer proposed an out of the box approach that reduced clicks. | We need an out of the box pricing idea for this small account. | The analytics dashboard was out of the box and solved a hidden bottleneck.	level_5;natural;phrase
en_phrase_255_out_of_scope	5	out of scope	That analytics request is out of scope for this sprint.	Not included in the agreed work boundaries.	The team marked the chatbot redesign out of scope until after launch. | Hiring automation is out of scope for the internal pilot phase. | Cost estimates excluded legal edits because they are out of scope.	level_5;natural;phrase
en_phrase_256_out_of_the_gate	5	out of the gate	Our support bot performed well out of the gate.	From the starting point or very beginning.	The campaign did out of the gate better than expected with a strong first-day sign-up rate. | The team hit a stable build out of the gate after onboarding. | The new office functioned out of the gate with minimal downtime.	level_5;natural;phrase
en_phrase_257_out_of_the_loop	5	out of the loop	You're out of the loop on the new procurement process.	Not up to date with current information.	The regional team was out of the loop until the manager shared the memo. | She had been out of the loop after returning from leave that day. | I should not stay out of the loop when legal changes happen.	level_5;natural;phrase
en_phrase_258_ahead_of_schedule	5	ahead of schedule	The migration finished ahead of schedule by two days.	Completed earlier than planned.	We shipped the feature set ahead of schedule and kept the old queue for testing. | The renovation was ahead of schedule, so QA started earlier. | The team published the whitepaper ahead of schedule.	level_5;natural;phrase
en_phrase_259_ahead_of_the_pack	5	ahead of the pack	Their response times are ahead of the pack across the region.	Performing better than most peers or competitors.	The team's accessibility score is ahead of the pack this quarter. | Our dashboard is ahead of the pack in loading speed. | The candidate scored ahead of the pack in both coding and communication rounds.	level_5;natural;phrase
en_phrase_260_ahead_of_the_market	5	ahead of the market	The pricing team built an offer ahead of the market this quarter.	More advanced or superior compared with industry peers.	The startup positioned itself ahead of the market by adding multilingual onboarding. | Our forecasting model is ahead of the market and reduced errors significantly. | The clinic is ahead of the market in patient follow-up speed.	level_5;natural;phrase
en_phrase_261_in_the_red	5	in the red	The account is in the red after the failed campaign.	Operating with a negative financial balance.	The team moved in the red by 12,000 units during one quarter. | The region is in the red on support cost this month. | The project was in the red before the sponsor approved scope.	level_5;natural;phrase
en_phrase_262_in_the_black	5	in the black	The company returned in the black after debt restructuring.	Operating with positive profit or without deficit.	The product line is in the black this quarter for the first time in a year. | After subscriptions recovered, cash flow moved in the black. | The pilot ended in the black thanks to a low churn rate.	level_5;natural;phrase
en_phrase_263_on_a_level_playing_field	5	on a level playing field	The new policy put small vendors on a level playing field.	A fair context where conditions are equal for everyone.	Grant review used on a level playing field for public and private schools. | Procurement used a scorecard on a level playing field to avoid bias. | The new bidding process put both teams on a level playing field.	level_5;natural;phrase
en_phrase_264_on_the_books	5	on the books	The rollout date is on the books for Monday.	Officially recorded as approved or planned.	The contract renewal is on the books and awaiting signatures. | The office expansion stayed on the books through two reporting cycles. | Extra shifts are on the books only for emergency support.	level_5;natural;phrase
en_phrase_265_on_the_rise	5	on the rise	Demand for enterprise support is on the rise.	Increasing trend over time.	Active users are on the rise after the redesign launch. | Complaints are on the rise unless response times drop. | Interest in the workshop series is on the rise in two cities.	level_5;natural;phrase
en_phrase_266_on_the_decline	5	on the decline	Sign-up conversions are on the decline this month.	Decreasing trend or movement downward.	Subscription upgrades were on the decline after the pricing experiment. | Mentions of outages are on the decline since the rollback. | Customer response times were on the decline after the new template.	level_5;natural;phrase
en_phrase_267_in_the_final_stretch	5	in the final stretch	We are in the final stretch before final delivery.	The closing phase when success depends on finishing tasks.	The team is in the final stretch, running final security checks. | At the final stretch we added only critical fixes. | The finance close is in the final stretch, with reconciliation due tomorrow.	level_5;natural;phrase
en_phrase_268_in_the_midst_of	5	in the midst of	The editor is in the midst of a major policy update.	Being in the middle of an ongoing process or situation.	The operations team was in the midst of an audit when the alarm sounded. | She is in the midst of building a new routing workflow. | The company was in the midst of a policy rollout but still met payroll deadlines.	level_5;natural;phrase
en_phrase_269_on_some_level	5	on some level	I agree with you on some level, even if the details differ.	Partly or in some respect, not fully.	People may not be ready, but on some level they trust the brand. | The manager knew on some level that the migration was necessary. | The community responded on some level to the updated policy.	level_5;natural;phrase
en_phrase_270_on_the_same_wavelength	5	on the same wavelength	The two engineers were on the same wavelength by launch time.	Sharing similar understanding or intent.	The design and QA teams were on the same wavelength during bug triage. | The sponsor and founder are on the same wavelength about retention. | After one whiteboard session, everyone felt on the same wavelength.	level_5;natural;phrase
en_phrase_271_at_the_executive_level	5	at the executive level	The update is now being reviewed at the executive level.	The level where senior leadership makes final decisions.	The expansion is discussed at the executive level this month. | Contract exceptions now require approval at the executive level. | Budget shifts were approved at the executive level before release.	level_5;natural;phrase
en_phrase_272_from_a_customer_perspective	5	from a customer perspective	Design from a customer perspective reduces support calls.	Evaluating decisions by how customers experience them.	From a customer perspective, the billing message is still confusing. | The team rebuilt onboarding from a customer perspective. | From a customer perspective, the cancellation flow is too long.	level_5;natural;phrase
en_phrase_273_from_a_business_perspective	5	from a business perspective	From a business perspective, retention beats one-time revenue.	Evaluating impact through commercial strategy and operations.	From a business perspective, the slower rollout reduced legal risk. | The board approved the pivot from a business perspective after the forecast. | From a business perspective, that feature is not a priority.	level_5;natural;phrase
en_phrase_274_from_a_compliance_perspective	5	from a compliance perspective	From a compliance perspective, we need proof of consent.	Judged by legal, policy, or regulatory standards.	From a compliance perspective, storing raw identifiers is not allowed. | The legal team reviewed the form from a compliance perspective before launch. | From a compliance perspective, all audit trails must be timestamped.	level_5;natural;phrase
en_phrase_275_from_the_ground_up	5	from the ground up	The team rebuilt the portal from the ground up.	Constructed by starting from basic components and rebuilding completely.	They rebuilt the billing workflow from the ground up after the incident. | The onboarding sequence was redesigned from the ground up for accessibility. | We wrote the service from the ground up to remove legacy dependencies.	level_5;natural;phrase
en_phrase_276_from_the_bottom_up	5	from the bottom up	The roadmap was shaped from the bottom up by frontline staff.	Built by starting with small details and moving upward.	Customer complaints were mapped from the bottom up into new service tiers. | The budget was refined from the bottom up after each squad submitted figures. | Leadership accepted the new policy because it was built from the bottom up.	level_5;natural;phrase
en_phrase_277_from_top_to_bottom	5	from top to bottom	The auditor checked the codebase from top to bottom.	Comprehensive, all-encompassing review across all levels.	Security reviewed the process from top to bottom before renewal. | The team analyzed quality from top to bottom after the incident. | The consultant scanned the contract from top to bottom for hidden clauses.	level_5;natural;phrase
en_phrase_278_in_plain_english	5	in plain English	Can you explain the terms in plain English for clients?	Stated in straightforward, easily understandable language.	The memo now reads in plain English after legal simplified the definitions. | Sales rewrote the offer in plain English for the call center. | Please present the policy in plain English during training.	level_5;natural;phrase
en_phrase_279_on_a_recurring_basis	5	on a recurring basis	The safety briefing happens on a recurring basis every Tuesday.	Repeated regularly at fixed intervals.	Customer satisfaction surveys are sent on a recurring basis. | System backups run on a recurring basis overnight. | We review incident trends on a recurring basis each quarter.	level_5;natural;phrase
en_phrase_280_on_a_temporary_basis	5	on a temporary basis	The contractor is on a temporary basis until the new engineer starts.	In place for a short, limited period.	The team added one support desk on a temporary basis during peak season. | The training site is on a temporary basis while we renovate the main office. | A temporary policy was set on a temporary basis for 30 days.	level_5;natural;phrase
en_phrase_281_out_of_pocket	5	out of pocket	I paid for the urgent ticket out of pocket because payroll was slow.	Paid using personal funds rather than company reimbursement.	The travel expense was reimbursed, but the first hotel night was out of pocket. | She covered a software license out of pocket for a proof of concept. | The emergency courier service came out of pocket for the team.	level_5;natural;phrase
en_phrase_282_out_of_the_ordinary	5	out of the ordinary	That quiet approval cycle was out of the ordinary.	Not typical or normal.	A zero-ticket week was out of the ordinary for that period. | Receiving that many leads was out of the ordinary after the outage fix. | The request turnaround was out of the ordinary for this vendor.	level_5;natural;phrase
en_phrase_283_to_touch_base	5	to touch base	I'll touch base with legal before sending the update.	To make a brief, quick status check.	I'll touch base with the operations manager about the migration window. | The team touches base every morning for ten minutes. | Can you touch base with support before we close this request?	level_5;natural;phrase
en_phrase_284_to_take_it_to_the_next_level	5	to take it to the next level	The team wants to take it to the next level with a faster onboarding flow.	Significantly improve quality or impact.	The analytics team took the dashboard to the next level with real-time alerts. | A better onboarding script took support to the next level. | The campaign took engagement to the next level this quarter.	level_5;natural;phrase
en_phrase_285_to_move_the_needle	5	to move the needle	The new retention plan is designed to move the needle on renewals.	Create a meaningful measurable effect on key outcomes.	The pricing simplification actually moved the needle on paid subscriptions. | The mentoring initiative moved the needle in user confidence. | A faster support loop moved the needle on first-response time.	level_5;natural;phrase
en_phrase_286_to_close_the_loop	5	to close the loop	We need to close the loop with legal before publishing this deck.	To complete communication and ensure nothing is unresolved.	She closed the loop by sharing the final minutes with all departments. | Can you close the loop on the bug report once deployment is done? | We closed the loop with finance and then sent the reconciled file.	level_5;natural;phrase
en_phrase_287_to_close_the_gap	5	to close the gap	The training program aims to close the gap between new and senior staff.	Reduce difference between two measures or expectations.	Automations helped close the gap between forecast and actual deliveries. | Mentoring closed the gap for new hires quickly. | We need one more week to close the gap on latency.	level_5;natural;phrase
en_phrase_288_to_close_the_deal	5	to close the deal	She waited until Friday to close the deal with the partner.	To finalize an agreement or commitment.	The CFO closed the deal after receiving final legal approval. | The supplier called to close the deal on payment terms. | The startup closed the deal in one short meeting.	level_5;natural;phrase
en_phrase_289_to_get_the_full_picture	5	to get the full picture	I checked support tickets to get the full picture before deciding.	Understand all relevant details before judging.	We pulled logs and invoices to get the full picture of the delay. | Before launching, get the full picture from product, sales, and support. | He wanted the full picture, including legal and finance implications.	level_5;natural;phrase
en_phrase_290_to_get_buy_in	5	to get buy-in	The team prepared a one-pager to get buy-in from leadership.	Gain support and agreement from stakeholders.	The proposal got buy-in after user stories were shared with operations. | She got buy-in from HR by explaining workload tradeoffs. | We need buy-in before changing the escalation policy.	level_5;natural;phrase
en_phrase_291_to_get_stakeholders_on_board	5	to get stakeholders on board	The PM worked hard to get stakeholders on board for the pilot.	Secure active participation from key decision-makers.	They invited finance early to get stakeholders on board before procurement. | The initiative succeeded only after customers and IT got stakeholders on board. | A one-page summary helped get stakeholders on board quickly.	level_5;natural;phrase
en_phrase_292_to_get_the_ball_rolling	5	to get the ball rolling	The director called the meeting to get the ball rolling on rollout.	Start a process or project in motion.	The first checkpoint got the ball rolling on supplier onboarding. | One sprint planning session got the ball rolling for phase two. | A quick demo got the ball rolling with a skeptical client.	level_5;natural;phrase
en_phrase_293_to_hit_the_ground_running	5	to hit the ground running	The new analyst hit the ground running on her first day.	Start with immediate effectiveness and speed.	The operations lead hit the ground running and fixed the queue backlog in days. | The replacement engineer hit the ground running after training. | New hires hit the ground running with clear runbooks.	level_5;natural;phrase
en_phrase_294_to_call_it_a_day	5	to call it a day	After the final bug was fixed, we decided to call it a day.	To stop work for the current day.	The team called it a day early when no critical incidents remained. | The support shift called it a day when the queue was stable. | She called it a day after finishing the client handoff.	level_5;natural;phrase
en_phrase_295_to_think_outside_the_box	5	to think outside the box	The designer had to think outside the box to solve retention.	Use creative and unconventional reasoning.	The team thought outside the box and removed two unnecessary approval layers. | We need to think outside the box for the next pricing tier. | That planner always thinks outside the box when process slows.	level_5;natural;phrase
en_phrase_296_to_think_ahead	5	to think ahead	We need to think ahead about holiday demand.	Consider future risks and possibilities before acting.	The coordinator thought ahead and reserved contingency servers. | She thought ahead and built a rollback plan for the migration. | Teams should think ahead about support staffing for growth.	level_5;natural;phrase
en_phrase_297_to_think_through	5	to think through	We should think through every edge case before launch.	Carefully analyze and reason through consequences.	The crew thought through fallback options before approving deployment. | He thought through the wording before sending the legal notice. | They thought through user flows before changing pricing.	level_5;natural;phrase
en_phrase_298_to_shift_gears	5	to shift gears	The startup had to shift gears from growth to reliability.	Change strategy, focus, or pace significantly.	After complaints, they shifted gears to customer support and kept features stable. | The editor shifted gears from ideation to QA this week. | The team shifted gears quickly during the crisis response.	level_5;natural;phrase
en_phrase_299_to_shift_focus	5	to shift focus	After the outage, leadership decided to shift focus from features to reliability.	Redirect attention and priority to a different area.	The weekly plan shifted focus to onboarding improvements after complaints. | She shifted focus toward enterprise customers after the pilot. | The CTO shifted focus from features to security once risks rose.	level_5;natural;phrase
en_phrase_300_to_shift_priorities	5	to shift priorities	Regulatory changes made us shift priorities this month.	Reorder which tasks matter most.	The product team shifted priorities to reliability and paused nonessential experiments. | After complaints rose, leadership shifted priorities toward support training. | Funding changes forced the board to shift priorities for Q4.	level_5;natural;phrase
en_phrase_301_to_be_beside_the_point	6	to be beside the point	Whether the interface is pretty is beside the point if users cannot complete checkout.	Irrelevant to the main issue being discussed.	His apology was welcome, but beside the point; the invoice was still unpaid. | The font choice is beside the point when the data itself is wrong. | Her past success is beside the point if this proposal lacks evidence.	level_6;native;c2;phrase
en_phrase_302_to_miss_the_point	6	to miss the point	The article missed the point by focusing on cost instead of patient safety.	Fail to understand the central issue.	You miss the point if you treat this as a simple scheduling problem. | The reviewer missed the point of the experiment and criticized the wrong metric. | He kept repeating facts, but he missed the point of her complaint.	level_6;native;c2;phrase
en_phrase_303_to_beg_the_question	6	to beg the question	His explanation begs the question of who approved the risky change.	Raise an obvious further question that needs answering.	The delay begs the question of whether the estimate was realistic. | That claim begs the question: why were users not warned earlier? | The sudden resignation begs the question of what happened behind the scenes.	level_6;native;c2;phrase
en_phrase_304_to_split_hairs	6	to split hairs	Arguing whether it was a delay or a pause feels like splitting hairs.	Make overly fine distinctions that do not matter much.	We are splitting hairs if we debate one decimal point in a rough estimate. | The contract is already clear, so this wording argument splits hairs. | She was not trying to split hairs; the legal difference actually mattered.	level_6;native;c2;phrase
en_phrase_305_to_hedge_your_bets	6	to hedge your bets	The company hedged its bets by testing both pricing models.	Reduce risk by keeping more than one option open.	He hedged his bets and applied to three programs. | We hedged our bets with a smaller launch and a backup supplier. | Investors hedged their bets before the regulatory decision.	level_6;native;c2;phrase
en_phrase_306_to_read_between_the_lines	6	to read between the lines	Read between the lines: the email is polite, but the deadline is firm.	Understand implied meaning that is not stated directly.	You have to read between the lines to see why the offer changed. | Her feedback was gentle, but reading between the lines, she wanted a rewrite. | The announcement said little, yet employees read between the lines immediately.	level_6;native;c2;phrase
en_phrase_307_to_take_something_at_face_value	6	to take something at face value	Do not take the forecast at face value until finance checks the assumptions.	Accept something as true without looking for hidden meaning or problems.	She took the apology at face value and moved on. | Regulators rarely take corporate claims at face value. | If we take the numbers at face value, the plan looks profitable.	level_6;native;c2;phrase
en_phrase_308_to_take_something_with_a_grain_of_salt	6	to take something with a grain of salt	Take the rumor with a grain of salt until HR confirms it.	Treat information as possibly unreliable.	I take anonymous reviews with a grain of salt unless several mention the same issue. | The early benchmark looks good, but take it with a grain of salt. | He took the prediction with a grain of salt because the sample was tiny.	level_6;native;c2;phrase
en_phrase_309_to_be_a_far_cry_from	6	to be a far cry from	The prototype is a far cry from a production-ready system.	Very different from something, usually worse or less complete.	The first draft is a far cry from the final report we need. | Her current confidence is a far cry from how nervous she was last year. | The temporary office is a far cry from the old headquarters.	level_6;native;c2;phrase
en_phrase_310_to_be_few_and_far_between	6	to be few and far between	Senior engineers with that language pair are few and far between.	Rare and not often found.	Quiet weeks are few and far between during tax season. | Reliable shortcuts are few and far between in this workflow. | Affordable flats near the station are few and far between.	level_6;native;c2;phrase
en_phrase_311_to_be_neither_here_nor_there	6	to be neither here nor there	Whether the old tool was popular is neither here nor there; it is no longer secure.	Not relevant to the present decision.	His tone was rude, but that is neither here nor there if the evidence is correct. | The office location is neither here nor there for a remote role. | Her personal preference is neither here nor there in a legal review.	level_6;native;c2;phrase
en_phrase_312_to_be_on_the_cusp_of	6	to be on the cusp of	The team is on the cusp of solving the scaling problem.	Very close to an important change or result.	The company is on the cusp of profitability after years of losses. | She is on the cusp of fluency, but still needs speaking practice. | The region is on the cusp of a major energy transition.	level_6;native;c2;phrase
en_phrase_313_to_be_up_in_the_air	6	to be up in the air	The launch date is still up in the air because testing is not complete.	Uncertain or not yet decided.	Our travel plans are up in the air until the visa arrives. | The budget is up in the air after the board delayed approval. | Her role is up in the air while the merger is reviewed.	level_6;native;c2;phrase
en_phrase_314_to_be_touch_and_go	6	to be touch and go	For a few hours, the rescue operation was touch and go.	Uncertain and risky, with success not guaranteed.	The release was touch and go after the payment bug appeared. | His recovery was touch and go during the first night. | It was touch and go whether we would finish before the audit.	level_6;native;c2;phrase
en_phrase_315_to_come_to_grips_with	6	to come to grips with	The team had to come to grips with the cost of technical debt.	Accept and understand a difficult reality.	She came to grips with the fact that the exam needed months of preparation. | The city is still coming to grips with rapid population growth. | Managers must come to grips with declining trust before changing policy.	level_6;native;c2;phrase
en_phrase_316_to_come_under_fire	6	to come under fire	The proposal came under fire for ignoring accessibility concerns.	Receive strong criticism.	The minister came under fire after the report was leaked. | The platform came under fire for changing prices without warning. | The campaign came under fire from privacy groups.	level_6;native;c2;phrase
en_phrase_317_to_fall_short_of	6	to fall short of	The final version fell short of the security requirements.	Fail to reach an expected standard or amount.	Revenue fell short of the forecast despite stronger traffic. | The apology fell short of what customers expected. | His essay fell short of the word limit and lacked evidence.	level_6;native;c2;phrase
en_phrase_318_to_fall_by_the_wayside	6	to fall by the wayside	The documentation fell by the wayside during the emergency release.	Be forgotten or neglected while other things receive attention.	Exercise fell by the wayside when her workload increased. | Several improvement ideas fell by the wayside after leadership changed. | Quality checks cannot fall by the wayside during a rushed launch.	level_6;native;c2;phrase
en_phrase_319_to_go_against_the_grain	6	to go against the grain	Questioning the roadmap went against the grain in that team.	Act or think in a way that differs from the usual pattern.	His minimalist design went against the grain of the industry trend. | It goes against the grain for her to approve work without data. | The policy went against the grain of local expectations.	level_6;native;c2;phrase
en_phrase_320_to_go_off_on_a_tangent	6	to go off on a tangent	The meeting went off on a tangent about office furniture.	Move away from the main subject.	He went off on a tangent and forgot to answer the question. | The lecture went off on a tangent about nineteenth-century politics. | We can discuss that later; let us not go off on a tangent.	level_6;native;c2;phrase
en_phrase_321_to_go_out_on_a_limb	6	to go out on a limb	I will go out on a limb and say the smaller model will win.	Take a risk by saying or doing something uncertain.	She went out on a limb to defend the unpopular design. | I am going out on a limb, but I think the audit will pass. | He went out on a limb by hiring a candidate without the usual background.	level_6;native;c2;phrase
en_phrase_322_to_have_a_lot_riding_on	6	to have a lot riding on	The startup has a lot riding on this investor meeting.	Have important consequences depending on the outcome.	She has a lot riding on her final interview. | The city has a lot riding on the transport vote. | We have too much riding on one supplier to ignore the risk.	level_6;native;c2;phrase
en_phrase_323_to_have_your_work_cut_out_for_you	6	to have your work cut out for you	You have your work cut out for you if you want this ready by Monday.	Face a difficult task that will require serious effort.	The new director has her work cut out for her after years of poor records. | We have our work cut out for us with this migration. | He had his work cut out for him when the team doubled overnight.	level_6;native;c2;phrase
en_phrase_324_to_hold_your_own	6	to hold your own	She held her own in a debate with much more experienced lawyers.	Perform well despite difficulty or strong competition.	The junior developer held his own during the architecture review. | Our small team can hold its own against larger competitors. | He held his own in Spanish after only a year of study.	level_6;native;c2;phrase
en_phrase_325_to_keep_something_in_perspective	6	to keep something in perspective	Keep the outage in perspective: it lasted ten minutes and no data was lost.	View a problem with a balanced sense of importance.	She kept the criticism in perspective and focused on the useful parts. | We should keep the missed target in perspective because revenue still grew. | Keep the mistake in perspective; the process caught it early.	level_6;native;c2;phrase
en_phrase_326_to_leave_no_stone_unturned	6	to leave no stone unturned	The investigator left no stone unturned while tracing the missing funds.	Search or examine every possible option thoroughly.	We left no stone unturned before choosing the vendor. | The doctor left no stone unturned to find the cause of the symptoms. | The team left no stone unturned during the root-cause review.	level_6;native;c2;phrase
en_phrase_327_to_make_a_case_for	6	to make a case for	She made a strong case for delaying the release.	Present reasons in support of an idea or decision.	The analyst made a case for investing in retention instead of acquisition. | He made a convincing case for remote hiring. | Can you make a case for keeping this legacy feature?	level_6;native;c2;phrase
en_phrase_328_to_make_light_of	6	to make light of	The manager should not make light of burnout complaints.	Treat something serious as if it is not important.	He made light of the delay, but the client was furious. | Do not make light of privacy issues in public notes. | She made light of her injury so the team would not worry.	level_6;native;c2;phrase
en_phrase_329_to_make_short_work_of	6	to make short work of	The automation made short work of the monthly report.	Finish something quickly and efficiently.	The reviewer made short work of the duplicate tickets. | A simple script made short work of the cleanup. | She made short work of the backlog after reorganizing the queue.	level_6;native;c2;phrase
en_phrase_330_to_make_something_out_to_be	6	to make something out to be	The article made the issue out to be simpler than it was.	Present something as having a particular quality, often misleadingly.	He made the disagreement out to be a personal attack. | The vendor made the integration out to be effortless. | The film made the founder out to be a lone genius.	level_6;native;c2;phrase
en_phrase_331_to_muddy_the_waters	6	to muddy the waters	Adding old survey data would only muddy the waters.	Make a situation more confusing.	The extra chart muddied the waters instead of clarifying the trend. | Bringing up unrelated complaints will muddy the waters. | The legal footnote muddied the waters for non-specialists.	level_6;native;c2;phrase
en_phrase_332_to_nip_something_in_the_bud	6	to nip something in the bud	The lead engineer nipped the bug in the bud before release.	Stop a problem early before it becomes serious.	The teacher nipped the rumor in the bud with a clear announcement. | We should nip scope creep in the bud this week. | HR nipped the conflict in the bud before teams took sides.	level_6;native;c2;phrase
en_phrase_333_to_not_hold_water	6	to not hold water	His explanation does not hold water once you check the timestamps.	Not be convincing or logically valid.	The cost argument does not hold water after the discount is included. | Her theory held water until the lab results arrived. | That excuse will not hold water with the audit team.	level_6;native;c2;phrase
en_phrase_334_to_paint_yourself_into_a_corner	6	to paint yourself into a corner	The company painted itself into a corner with impossible delivery promises.	Create a situation with very few good options left.	He painted himself into a corner by rejecting every compromise. | The contract painted us into a corner on support hours. | Do not paint yourself into a corner with a public deadline.	level_6;native;c2;phrase
en_phrase_335_to_play_devil_s_advocate	6	to play devil's advocate	Let me play devil's advocate: what if demand drops next month?	Argue the opposite side to test an idea.	She played devil's advocate to expose a hidden risk. | I am playing devil's advocate, not rejecting the proposal. | The CFO played devil's advocate during the budget review.	level_6;native;c2;phrase
en_phrase_336_to_pull_your_weight	6	to pull your weight	Everyone needs to pull their weight during the migration.	Do a fair share of the work.	He did not pull his weight on the group project. | The new hire pulled her weight from the first sprint. | A small team only works if each person pulls their weight.	level_6;native;c2;phrase
en_phrase_337_to_put_something_on_the_back_burner	6	to put something on the back burner	We put the redesign on the back burner until the audit ends.	Postpone something without cancelling it completely.	The feature is on the back burner while we fix reliability. | She put the certification on the back burner during the move. | Do not put security training on the back burner again.	level_6;native;c2;phrase
en_phrase_338_to_put_your_finger_on	6	to put your finger on	I cannot put my finger on why the sentence sounds unnatural.	Identify the exact reason or problem.	She could not put her finger on the source of the delay. | He put his finger on the weakness in the proposal. | I knew something was wrong, but I could not put my finger on it.	level_6;native;c2;phrase
